PAGRI_00001	K02313
PAGRI_03929	K07659
PAGRI_03930	K02393
PAGRI_03934	K07659
PAGRI_03935	K07638
PAGRI_03936	K01104
PAGRI_03938	K00285
PAGRI_03939	K00266
PAGRI_03940	K00265
PAGRI_03941	K07491
PAGRI_03942	K07275
PAGRI_03944	K01129
PAGRI_03945	K01735
PAGRI_03946	K00891
PAGRI_03947	K02666
PAGRI_03951	K05366
PAGRI_03952	K06202
PAGRI_03954	K01586
PAGRI_03955	K17247
PAGRI_03956	K07147
PAGRI_03958	K07399
PAGRI_03960	K03978
PAGRI_03961	K01698
PAGRI_03962	K04084
PAGRI_03963	K03926
PAGRI_03964	K02879
PAGRI_03965	K03040
PAGRI_03966	K02986
PAGRI_03967	K02948
PAGRI_03968	K02952
PAGRI_03969	K02919
PAGRI_03970	K02518
PAGRI_03971	K03076
PAGRI_03972	K02876
PAGRI_03973	K02907
PAGRI_03974	K02988
PAGRI_03975	K02881
PAGRI_03976	K02933
PAGRI_03977	K02994
PAGRI_03978	K02954
PAGRI_03979	K02931
PAGRI_03980	K02895
PAGRI_03981	K02874
PAGRI_03982	K02961
PAGRI_03983	K02904
PAGRI_03984	K02878
PAGRI_03985	K02982
PAGRI_03986	K02890
PAGRI_03987	K02965
PAGRI_03988	K02886
PAGRI_03989	K02892
PAGRI_03990	K02926
PAGRI_03991	K02906
PAGRI_03992	K02946
PAGRI_03993	K02358
PAGRI_03994	K02355
PAGRI_03995	K02992
PAGRI_03996	K02950
PAGRI_03997	K03654
PAGRI_03998	K03046
PAGRI_03999	K03043
PAGRI_04000	K02935
PAGRI_04001	K02864
PAGRI_04002	K02863
PAGRI_04003	K02867
PAGRI_04004	K02601
PAGRI_04005	K03073
PAGRI_04007	K02358
PAGRI_04017	K07137
PAGRI_04018	K02609
PAGRI_04019	K02610
PAGRI_04020	K02611
PAGRI_04021	K02612
PAGRI_04022	K02613
PAGRI_04026	K03719
PAGRI_04027	K00457
PAGRI_04029	K04090
PAGRI_04030	K00029
PAGRI_04032	K00762
PAGRI_04033	K07687
PAGRI_04035	K03809
PAGRI_04036	K00145
PAGRI_04039	K07275
PAGRI_04042	K09122
PAGRI_04045	K02624
PAGRI_04047	K07274
PAGRI_04048	K02483
PAGRI_04049	K02484
PAGRI_04054	K00428
PAGRI_04055	K21302
PAGRI_04057	K00799
PAGRI_04062	K00820
PAGRI_04063	K04042
PAGRI_04064	K14058
PAGRI_04065	K01633
PAGRI_04070	K00974
PAGRI_04071	K00799
PAGRI_04073	K08309
PAGRI_04074	K01934
PAGRI_04076	K23123
PAGRI_04077	K23124
PAGRI_04078	K07160
PAGRI_04082	K09973
PAGRI_04083	K12372
PAGRI_04084	K12371
PAGRI_04085	K12370
PAGRI_04086	K12369
PAGRI_04087	K12368
PAGRI_04088	K12368
PAGRI_04089	K00297
PAGRI_04090	K08972
PAGRI_04091	K01251
PAGRI_04094	K03286
PAGRI_04096	K09456
PAGRI_04097	K00154
PAGRI_04098	K04061
PAGRI_04100	K02423
PAGRI_04101	K02422
PAGRI_04102	K02408
PAGRI_04103	K02409
PAGRI_04104	K02410
PAGRI_04105	K02411
PAGRI_04106	K02412
PAGRI_04107	K02413
PAGRI_04108	K02414
PAGRI_04110	K02415
PAGRI_04111	K02416
PAGRI_04112	K02417
PAGRI_04113	K02418
PAGRI_04114	K02419
PAGRI_04115	K02420
PAGRI_04116	K02421
PAGRI_04117	K02397
PAGRI_04118	K02396
PAGRI_04119	K21087
PAGRI_04120	K02395
PAGRI_04121	K02394
PAGRI_04122	K02393
PAGRI_04123	K02392
PAGRI_04124	K02391
PAGRI_04125	K02390
PAGRI_04126	K02389
PAGRI_04127	K02388
PAGRI_04128	K02387
PAGRI_04129	K02386
PAGRI_04130	K02398
PAGRI_04131	K02399
PAGRI_04134	K02405
PAGRI_04135	K04562
PAGRI_04136	K02404
PAGRI_04137	K02400
PAGRI_04138	K02401
PAGRI_04141	K03414
PAGRI_04142	K03413
PAGRI_04143	K03412
PAGRI_04144	K03411
PAGRI_04145	K00575
PAGRI_04146	K05874
PAGRI_04147	K03408
PAGRI_04148	K03407
PAGRI_04149	K03413
PAGRI_04150	K02557
PAGRI_04151	K02556
PAGRI_04152	K02402
PAGRI_04153	K02403
PAGRI_04155	K03746
PAGRI_04156	K06188
PAGRI_04160	K18676
PAGRI_04161	K01246
PAGRI_04163	K02970
PAGRI_04165	K02406
PAGRI_04166	K02407
PAGRI_04168	K09667
PAGRI_04183	K07044
PAGRI_04194	K18199
PAGRI_04196	K03656
PAGRI_04199	K00605
PAGRI_04200	K02437
PAGRI_04201	K00281
PAGRI_04203	K01752
PAGRI_04204	K01652
PAGRI_04206	K06137
PAGRI_04207	K01999
PAGRI_04208	K13821
PAGRI_04212	K04066
PAGRI_04213	K01599
PAGRI_04214	K01713
PAGRI_04215	K00666
PAGRI_04216	K02114
PAGRI_04217	K02112
PAGRI_04218	K02115
PAGRI_04219	K02111
PAGRI_04220	K02113
PAGRI_04221	K02109
PAGRI_04222	K02110
PAGRI_04223	K02108
PAGRI_04224	K02116
PAGRI_04225	K03497
PAGRI_04226	K03496
PAGRI_04227	K03501
PAGRI_04228	K03495
PAGRI_04229	K01996
PAGRI_04230	K01995
PAGRI_04230	K01998
PAGRI_04231	K01997
PAGRI_04232	K01999
PAGRI_04233	K01999
PAGRI_04234	K01998
PAGRI_04235	K01997
PAGRI_04236	K01999
PAGRI_04237	K01996
PAGRI_04238	K01995
PAGRI_04239	K00108
PAGRI_04243	K03719
PAGRI_04244	K00500
PAGRI_04245	K01724
PAGRI_04247	K02483
PAGRI_04248	K07649
PAGRI_04249	K07117
PAGRI_04251	K01951
PAGRI_04253	K06048
PAGRI_04255	K15461
PAGRI_04256	K03530
PAGRI_04259	K02453
PAGRI_04260	K02454
PAGRI_04261	K02455
PAGRI_04262	K02452
PAGRI_04263	K02456
PAGRI_04264	K02457
PAGRI_04265	K02458
PAGRI_04266	K02459
PAGRI_04267	K02460
PAGRI_04268	K02461
PAGRI_04269	K02462
PAGRI_04270	K02463
PAGRI_04274	K03446
PAGRI_04276	K01919
PAGRI_04277	K13529
PAGRI_04278	K10778
PAGRI_04280	K08234
PAGRI_04283	K22187
PAGRI_04284	K10537
PAGRI_04285	K10539
PAGRI_04286	K10538
PAGRI_04287	K13875
PAGRI_04289	K00657
PAGRI_04291	K02503
PAGRI_04292	K11444
PAGRI_04293	K13491
PAGRI_04294	K13490
PAGRI_04295	K13489
PAGRI_04296	K13486
PAGRI_04297	K13488
PAGRI_04298	K13487
PAGRI_04302	K03650
PAGRI_04304	K03217
PAGRI_04305	K03536
PAGRI_04306	K02914
PAGRI_04308	K03497
PAGRI_04309	K03496
PAGRI_04311	K00537
PAGRI_04312	K15553
PAGRI_04313	K03299
PAGRI_04314	K09984
PAGRI_04320	K19784
PAGRI_04324	K03410
PAGRI_04326	K21678
PAGRI_04327	K21677
PAGRI_04328	K06045
PAGRI_04331	K04754
PAGRI_04332	K07003
PAGRI_04333	K07323
PAGRI_04335	K03527
PAGRI_04339	K00091
PAGRI_04340	K01512
PAGRI_04342	K05786
PAGRI_04344	K10914
PAGRI_04346	K01714
PAGRI_04350	K01173
PAGRI_04364	K01652
PAGRI_04365	K06989
PAGRI_04366	K00130
PAGRI_04368	K00529
PAGRI_04377	K04045
PAGRI_04380	K00375
PAGRI_04381	K00301
PAGRI_04385	K00574
PAGRI_04390	K15923
PAGRI_04395	K22895
PAGRI_04401	K01586
PAGRI_04402	K14057
PAGRI_04403	K10013
PAGRI_04404	K06987
PAGRI_04405	K01114
PAGRI_04409	K00036
PAGRI_04410	K00886
PAGRI_04413	K16090
PAGRI_04414	K07336
PAGRI_04415	K09939
PAGRI_04423	K07798
PAGRI_04424	K07787
PAGRI_04426	K02039
PAGRI_04432	K01744
PAGRI_04433	K01779
PAGRI_04436	K21645
PAGRI_04442	K07032
PAGRI_04446	K00344
PAGRI_04448	K13936
PAGRI_04452	K00375
PAGRI_04454	K04343
PAGRI_04460	K09936
PAGRI_04461	K00762
PAGRI_04462	K01951
PAGRI_04465	K01868
PAGRI_04466	K00059
PAGRI_04468	K21395
PAGRI_04469	K00626
PAGRI_04470	K00666
PAGRI_04473	K21405
PAGRI_04476	K06934
PAGRI_04477	K02297
PAGRI_04478	K02298
PAGRI_04479	K02299
PAGRI_04480	K02300
PAGRI_04481	K01799
PAGRI_04482	K18456
PAGRI_04483	K24206
PAGRI_04485	K03186
PAGRI_04486	K16874
PAGRI_04487	K07045
PAGRI_04488	K07045
PAGRI_04490	K03566
PAGRI_04491	K07302
PAGRI_04492	K07303
PAGRI_04493	K07493
PAGRI_04507	K18301
PAGRI_04510	K02030
PAGRI_04513	K05712
PAGRI_04523	K00433
PAGRI_04531	K19267
PAGRI_04539	K06893
PAGRI_04544	K19736
PAGRI_04552	K03291
PAGRI_04553	K00799
PAGRI_04560	K01432
PAGRI_04563	K07005
PAGRI_04564	K08369
PAGRI_04566	K02014
PAGRI_04570	K03566
PAGRI_04571	K08223
PAGRI_04575	K00674
PAGRI_04578	K00145
PAGRI_04581	K03566
PAGRI_04582	K01939
PAGRI_04590	K08151
PAGRI_04592	K16137
PAGRI_04594	K00799
PAGRI_04595	K06889
PAGRI_04596	K01915
PAGRI_04606	K16135
PAGRI_04607	K01561
PAGRI_04608	K01703
PAGRI_04609	K01704
PAGRI_04611	K15977
PAGRI_04612	K06911
PAGRI_04615	K00128
PAGRI_04616	K00059
PAGRI_04618	K10440
PAGRI_04619	K10440
PAGRI_04620	K10441
PAGRI_04621	K10439
PAGRI_04622	K01628
PAGRI_04624	K03710
PAGRI_04625	K01907
PAGRI_04627	K07068
PAGRI_04628	K00626
PAGRI_04629	K17865
PAGRI_04640	K18900
PAGRI_04642	K10916
PAGRI_04644	K10915
PAGRI_04647	K03719
PAGRI_04649	K01999
PAGRI_04651	K00826
PAGRI_04652	K00639
PAGRI_04654	K00596
PAGRI_04661	K01687
PAGRI_04663	K23242
PAGRI_04664	K23541
PAGRI_04665	K16137
PAGRI_04667	K14189
PAGRI_04669	K01745
PAGRI_04670	K03762
PAGRI_04671	K05818
PAGRI_04675	K07046
PAGRI_04678	K00077
PAGRI_04679	K01677
PAGRI_04680	K01678
PAGRI_04681	K01760
PAGRI_04684	K02028
PAGRI_04685	K02029
PAGRI_04686	K02029
PAGRI_04687	K02030
PAGRI_04695	K24012
PAGRI_04701	K04103
PAGRI_04710	K01273
PAGRI_04711	K05020
PAGRI_04714	K09022
PAGRI_04731	K07552
PAGRI_04732	K11927
PAGRI_04735	K08691
PAGRI_04736	K18289
PAGRI_04737	K03303
PAGRI_04738	K19338
PAGRI_04745	K13653
PAGRI_04748	K00799
PAGRI_04749	K01061
PAGRI_04750	K08295
PAGRI_04752	K01075
PAGRI_04753	K00249
PAGRI_04757	K09461
PAGRI_04758	K00163
PAGRI_04759	K00090
PAGRI_04760	K09017
PAGRI_04761	K01470
PAGRI_04762	K02049
PAGRI_04763	K02050
PAGRI_04765	K02051
PAGRI_04766	K09022
PAGRI_04767	K03863
PAGRI_04769	K01485
PAGRI_04770	K00101
PAGRI_04771	K01687
PAGRI_04772	K03719
PAGRI_04777	K05712
PAGRI_04780	K01607
PAGRI_04783	K00014
PAGRI_04784	K01627
PAGRI_04785	K01775
PAGRI_04787	K01996
PAGRI_04788	K01999
PAGRI_04789	K01998
PAGRI_04790	K01997
PAGRI_04791	K01995
PAGRI_04792	K01897
PAGRI_04793	K17228
PAGRI_04794	K00299
PAGRI_04802	K01114
PAGRI_04804	K17836
PAGRI_04813	K11477
PAGRI_04820	K07659
PAGRI_04824	K24012
PAGRI_04826	K03566
PAGRI_04828	K11717
PAGRI_04830	K04087
PAGRI_04831	K04088
PAGRI_04832	K01534
PAGRI_04834	K03809
PAGRI_04839	K03719
PAGRI_04840	K04090
PAGRI_04841	K00285
PAGRI_04849	K09981
PAGRI_04851	K03717
PAGRI_04859	K01715
PAGRI_04864	K13658
PAGRI_04867	K16692
PAGRI_04874	K16011
PAGRI_04875	K03606
PAGRI_04880	K07168
PAGRI_04882	K07749
PAGRI_04883	K01577
PAGRI_04884	K08177
PAGRI_04889	K02483
PAGRI_04892	K11905
PAGRI_04893	K11903
PAGRI_04895	K11892
PAGRI_04896	K11893
PAGRI_04897	K11901
PAGRI_04898	K11900
PAGRI_04899	K11904
PAGRI_04904	K11891
PAGRI_04905	K11910
PAGRI_04906	K11896
PAGRI_04907	K11895
PAGRI_04908	K11906
PAGRI_04910	K10013
PAGRI_04911	K11073
PAGRI_04912	K01266
PAGRI_04914	K03549
PAGRI_04920	K02483
PAGRI_04921	K02056
PAGRI_04922	K02057
PAGRI_04923	K02058
PAGRI_04930	K01451
PAGRI_04931	K03762
PAGRI_04932	K02106
PAGRI_04938	K00318
PAGRI_04939	K03101
PAGRI_04942	K00052
PAGRI_04956	K06131
PAGRI_04961	K13641
PAGRI_04963	K03786
PAGRI_04965	K08369
PAGRI_04968	K00344
PAGRI_04981	K06988
PAGRI_04982	K03651
PAGRI_04985	K00986
PAGRI_04986	K03704
PAGRI_04987	K02026
PAGRI_04988	K02025
PAGRI_04990	K02027
PAGRI_04992	K10112
PAGRI_04993	K19337
PAGRI_05001	K05712
PAGRI_05006	K06133
PAGRI_05011	K00101
PAGRI_05013	K09129
PAGRI_05014	K00988
PAGRI_05018	K03719
PAGRI_05019	K05834
PAGRI_05021	K02529
PAGRI_05025	K01601
PAGRI_05026	K23247
PAGRI_05028	K03606
PAGRI_05031	K01991
PAGRI_05032	K01104
PAGRI_05033	K16692
PAGRI_05034	K16567
PAGRI_05039	K01179
PAGRI_05040	K07270
PAGRI_05041	K12996
PAGRI_05046	K17850
PAGRI_05047	K17836
PAGRI_05052	K08369
PAGRI_05053	K00801
PAGRI_05058	K02050
PAGRI_05059	K02049
PAGRI_05060	K02051
PAGRI_05061	K07774
PAGRI_05062	K07649
PAGRI_05063	K07649
PAGRI_05064	K07774
PAGRI_05075	K02443
PAGRI_05076	K00803
PAGRI_05077	K00111
PAGRI_05078	K00864
PAGRI_05079	K08368
PAGRI_05081	K07493
PAGRI_05084	K02014
PAGRI_05085	K00031
PAGRI_05092	K03300
PAGRI_05095	K05799
PAGRI_05097	K01706
PAGRI_05098	K01707
PAGRI_05106	K03549
PAGRI_05107	K02030
PAGRI_05109	K03594
PAGRI_05117	K19736
PAGRI_05119	K21405
PAGRI_05120	K07222
PAGRI_05121	K08369
PAGRI_05122	K00018
PAGRI_05124	K01640
PAGRI_05132	K21829
PAGRI_05133	K19744
PAGRI_05134	K10013
PAGRI_05135	K00285
PAGRI_05137	K01061
PAGRI_05138	K19302
PAGRI_05140	K07023
PAGRI_05141	K00567
PAGRI_05143	K10439
PAGRI_05145	K01531
PAGRI_05147	K02014
PAGRI_05148	K20971
PAGRI_05150	K21449
PAGRI_05151	K21449
PAGRI_05152	K03286
PAGRI_05154	K01420
PAGRI_05156	K05799
PAGRI_05157	K13060
PAGRI_05160	K01053
PAGRI_05161	K02055
PAGRI_05162	K02052
PAGRI_05163	K02054
PAGRI_05164	K02053
PAGRI_05168	K00640
PAGRI_05174	K07093
PAGRI_05181	K00681
PAGRI_05184	K22468
PAGRI_05185	K03306
PAGRI_05190	K01495
PAGRI_05193	K07497
PAGRI_05195	K07486
PAGRI_05196	K01031
PAGRI_05197	K01032
PAGRI_05198	K01857
PAGRI_05199	K01055
PAGRI_05200	K01607
PAGRI_05201	K22294
PAGRI_05202	K20449
PAGRI_05203	K09740
PAGRI_05206	K01997
PAGRI_05206	K01998
PAGRI_05207	K01995
PAGRI_05208	K01996
PAGRI_05209	K15358
PAGRI_05210	K18029
PAGRI_05211	K18030
PAGRI_05212	K01999
PAGRI_05217	K00822
PAGRI_05222	K07506
PAGRI_05225	K05799
PAGRI_05226	K21607
PAGRI_05227	K15060
PAGRI_05228	K00135
PAGRI_05229	K05799
PAGRI_05230	K15062
PAGRI_05234	K10218
PAGRI_05236	K00817
PAGRI_05237	K02033
PAGRI_05238	K02034
PAGRI_05239	K02031
PAGRI_05240	K02032
PAGRI_05242	K02035
PAGRI_05245	K16165
PAGRI_05246	K00450
PAGRI_05247	K20940
PAGRI_05259	K02030
PAGRI_05260	K02029
PAGRI_05262	K01479
PAGRI_05266	K03543
PAGRI_05267	K03446
PAGRI_05269	K00626
PAGRI_05270	K03312
PAGRI_05271	K03317
PAGRI_05272	K01489
PAGRI_05273	K01239
PAGRI_05274	K00077
PAGRI_05276	K02055
PAGRI_05277	K00303
PAGRI_05279	K22550
PAGRI_05280	K02053
PAGRI_05281	K02054
PAGRI_05282	K02052
PAGRI_05285	K11073
PAGRI_05287	K03566
PAGRI_05288	K10536
PAGRI_05289	K12251
PAGRI_05290	K11073
PAGRI_05291	K10536
PAGRI_05292	K10536
PAGRI_05293	K10823
PAGRI_05294	K15583
PAGRI_05295	K15582
PAGRI_05296	K15581
PAGRI_05297	K15580
PAGRI_05299	K03305
PAGRI_05301	K00375
PAGRI_05302	K01119
PAGRI_05303	K07126
PAGRI_05309	K07395
PAGRI_05311	K07058
PAGRI_05313	K03406
PAGRI_05316	K00059
PAGRI_05321	K03772
PAGRI_05328	K18100
PAGRI_05330	K18101
PAGRI_05331	K03446
PAGRI_05332	K12990
PAGRI_05334	K03543
PAGRI_05337	K02480
PAGRI_05339	K03307
PAGRI_05343	K02557
PAGRI_05344	K02556
PAGRI_05348	K22278
PAGRI_05350	K00285
PAGRI_05351	K10001
PAGRI_05354	K07006
PAGRI_05356	K00033
PAGRI_05362	K06194
PAGRI_05363	K01620
PAGRI_05364	K08169
PAGRI_05365	K00688
PAGRI_05370	K02073
PAGRI_05371	K06987
PAGRI_05372	K10013
PAGRI_05373	K02055
PAGRI_05375	K00040
PAGRI_05376	K08323
PAGRI_05377	K08172
PAGRI_05378	K00098
PAGRI_05379	K08191
PAGRI_05380	K22293
PAGRI_05381	K07027
PAGRI_05384	K06162
PAGRI_05385	K05780
PAGRI_05386	K05781
PAGRI_05387	K06163
PAGRI_05388	K06164
PAGRI_05389	K06165
PAGRI_05390	K06166
PAGRI_05391	K02043
PAGRI_05393	K05774
PAGRI_05394	K14057
PAGRI_05395	K01451
PAGRI_05396	K03762
PAGRI_05397	K02624
PAGRI_05398	K01692
PAGRI_05399	K02055
PAGRI_05400	K02052
PAGRI_05401	K02053
PAGRI_05401	K02054
PAGRI_05402	K02182
PAGRI_05403	K02624
PAGRI_05404	K22186
PAGRI_05407	K06145
PAGRI_05409	K01644
PAGRI_05411	K18982
PAGRI_05412	K02106
PAGRI_05413	K11616
PAGRI_05414	K05799
PAGRI_05415	K08319
PAGRI_05416	K21948
PAGRI_05417	K22130
PAGRI_05418	K22131
PAGRI_05419	K22025
PAGRI_05420	K00632
PAGRI_05423	K09824
PAGRI_05424	K02483
PAGRI_05425	K03928
PAGRI_05427	K07001
PAGRI_05435	K08194
PAGRI_05436	K01686
PAGRI_05437	K13637
PAGRI_05440	K05275
PAGRI_05443	K00355
PAGRI_05445	K01066
PAGRI_05446	K07107
PAGRI_05447	K17735
PAGRI_05449	K02002
PAGRI_05450	K17736
PAGRI_05453	K01576
PAGRI_05454	K00141
PAGRI_05455	K08195
PAGRI_05457	K00135
PAGRI_05459	K07497
PAGRI_05461	K00823
PAGRI_05462	K00375
PAGRI_05464	K03566
PAGRI_05466	K02042
PAGRI_05467	K02044
PAGRI_05468	K02041
PAGRI_05471	K15371
PAGRI_05473	K23107
PAGRI_05476	K18900
PAGRI_05477	K01066
PAGRI_05478	K18901
PAGRI_05479	K18902
PAGRI_05480	K18903
PAGRI_05482	K02073
PAGRI_05483	K20938
PAGRI_05484	K02071
PAGRI_05485	K02072
PAGRI_05487	K03322
PAGRI_05488	K02402
PAGRI_05489	K02403
PAGRI_05490	K07112
PAGRI_05497	K02431
PAGRI_05499	K15977
PAGRI_05501	K08166
PAGRI_05504	K21062
PAGRI_05505	K12658
PAGRI_05506	K21061
PAGRI_05507	K22550
PAGRI_05508	K22549
PAGRI_05513	K00457
PAGRI_05514	K03786
PAGRI_05515	K00014
PAGRI_05516	K08194
PAGRI_05518	K09471
PAGRI_05521	K13876
PAGRI_05525	K10554
PAGRI_05526	K10553
PAGRI_05527	K10552
PAGRI_05528	K21087
PAGRI_05530	K10111
PAGRI_05531	K12308
PAGRI_05532	K02027
PAGRI_05533	K02025
PAGRI_05534	K02026
PAGRI_05535	K03832
PAGRI_05536	K03559
PAGRI_05537	K03561
PAGRI_05542	K10439
PAGRI_05543	K10441
PAGRI_05544	K10440
PAGRI_05545	K00852
PAGRI_05551	K02556
PAGRI_05552	K02557
PAGRI_05556	K09796
PAGRI_05558	K02014
PAGRI_05572	K22474
PAGRI_05573	K06151
PAGRI_05574	K06152
PAGRI_05576	K02013
PAGRI_05577	K02015
PAGRI_05578	K02016
PAGRI_05579	K07225
PAGRI_05580	K16087
PAGRI_05581	K01703
PAGRI_05582	K08369
PAGRI_05583	K02336
PAGRI_05588	K14057
PAGRI_05591	K10013
PAGRI_05593	K01485
PAGRI_05594	K14977
PAGRI_05595	K12960
PAGRI_05596	K01485
PAGRI_05597	K03307
PAGRI_05601	K09471
PAGRI_05602	K09471
PAGRI_05604	K11074
PAGRI_05605	K11075
PAGRI_05606	K11076
PAGRI_05607	K11073
PAGRI_05608	K12256
PAGRI_05609	K01915
PAGRI_05610	K07010
PAGRI_05613	K01480
PAGRI_05617	K03077
PAGRI_05619	K15554
PAGRI_05620	K15554
PAGRI_05621	K15553
PAGRI_05623	K04091
PAGRI_05625	K03832
PAGRI_05626	K03561
PAGRI_05627	K03560
PAGRI_05629	K02014
PAGRI_05634	K03566
PAGRI_05637	K03530
PAGRI_05638	K01626
PAGRI_05640	K07497
PAGRI_05644	K00253
PAGRI_05645	K01969
PAGRI_05646	K13766
PAGRI_05647	K01968
PAGRI_05652	K09471
PAGRI_05653	K06995
PAGRI_05654	K04033
PAGRI_05658	K07274
PAGRI_05659	K02483
PAGRI_05661	K01714
PAGRI_05663	K00883
PAGRI_05666	K14274
PAGRI_05667	K02027
PAGRI_05670	K02026
PAGRI_05672	K10111
PAGRI_05673	K12661
PAGRI_05679	K08173
PAGRI_05680	K00014
PAGRI_05684	K01521
PAGRI_05685	K21801
PAGRI_05687	K00299
PAGRI_05690	K03741
PAGRI_05691	K03746
PAGRI_05694	K00411
PAGRI_05695	K01560
PAGRI_05696	K22602
PAGRI_05697	K01426
PAGRI_05698	K09020
PAGRI_05699	K07335
PAGRI_05700	K23537
PAGRI_05701	K23535
PAGRI_05702	K23536
PAGRI_05704	K01457
PAGRI_05705	K07335
PAGRI_05706	K23535
PAGRI_05707	K23536
PAGRI_05708	K23359
PAGRI_05709	K23537
PAGRI_05710	K23359
PAGRI_05713	K21883
PAGRI_05715	K12661
PAGRI_05716	K18337
PAGRI_05718	K03534
PAGRI_05720	K10562
PAGRI_05721	K10560
PAGRI_05722	K10561
PAGRI_05723	K10559
PAGRI_05728	K06204
PAGRI_05729	K03696
PAGRI_05731	K00425
PAGRI_05732	K00426
PAGRI_05733	K08994
PAGRI_05734	K03639
PAGRI_05735	K03635
PAGRI_05736	K03636
PAGRI_05739	K02112
PAGRI_05741	K07223
PAGRI_05746	K02010
PAGRI_05747	K02011
PAGRI_05748	K02012
PAGRI_05749	K07774
PAGRI_05750	K07649
PAGRI_05751	K15576
PAGRI_05752	K07183
PAGRI_05753	K03449
PAGRI_05755	K02518
PAGRI_05758	K21829
PAGRI_05759	K07397
PAGRI_05760	K09471
PAGRI_05762	K01915
PAGRI_05765	K02639
PAGRI_05766	K21405
PAGRI_05769	K06901
PAGRI_05772	K07403
PAGRI_05775	K01895
PAGRI_05776	K00140
PAGRI_05777	K00020
PAGRI_05793	K15735
PAGRI_05794	K06889
PAGRI_05798	K01265
PAGRI_05802	K00054
PAGRI_05804	K07793
PAGRI_05807	K08195
PAGRI_05814	K03457
PAGRI_05819	K01425
PAGRI_05820	K03446
PAGRI_05821	K06999
PAGRI_05822	K03569
PAGRI_05825	K01647
PAGRI_05830	K01607
PAGRI_05831	K04063
PAGRI_05833	K16137
PAGRI_05836	K11741
PAGRI_05840	K13816
PAGRI_05841	K14051
PAGRI_05842	K03724
PAGRI_05846	K18991
PAGRI_05850	K08995
PAGRI_05854	K03092
PAGRI_05855	K12252
PAGRI_05857	K05799
PAGRI_05858	K18928
PAGRI_05859	K18929
PAGRI_05860	K00782
PAGRI_05864	K10844
PAGRI_05865	K00433
PAGRI_05866	K22044
PAGRI_05871	K02282
PAGRI_05873	K03462
PAGRI_05875	K15495
PAGRI_05878	K15790
PAGRI_05879	K02019
PAGRI_05885	K00472
PAGRI_05889	K03761
PAGRI_05891	K02688
PAGRI_05892	K24119
PAGRI_05893	K03387
PAGRI_05894	K00496
PAGRI_05895	K15977
PAGRI_05896	K06911
PAGRI_05898	K01505
PAGRI_05900	K07305
PAGRI_05901	K07304
PAGRI_05908	K00832
PAGRI_05910	K00077
PAGRI_05912	K05712
PAGRI_05917	K13541
PAGRI_05918	K03394
PAGRI_05919	K06042
PAGRI_05920	K02229
PAGRI_05921	K00595
PAGRI_05922	K05895
PAGRI_05923	K05936
PAGRI_05925	K19225
PAGRI_05926	K13652
PAGRI_05931	K01673
PAGRI_05943	K18900
PAGRI_05946	K00799
PAGRI_05949	K01768
PAGRI_05956	K06938
PAGRI_05958	K00799
PAGRI_05960	K03307
PAGRI_05962	K05595
PAGRI_05965	K09882
PAGRI_05967	K23274
PAGRI_05968	K19813
PAGRI_05969	K23275
PAGRI_05970	K00615
PAGRI_05971	K06916
PAGRI_05975	K01214
PAGRI_05977	K13924
PAGRI_05978	K01623
PAGRI_05979	K03671
PAGRI_05983	K03291
PAGRI_05984	K00033
PAGRI_05988	K01621
PAGRI_05989	K00925
PAGRI_05993	K03462
PAGRI_05994	K00948
PAGRI_05995	K03574
PAGRI_05996	K00285
PAGRI_06000	K09915
PAGRI_06001	K07274
PAGRI_06002	K03928
PAGRI_06006	K04091
PAGRI_06007	K15553
PAGRI_06011	K03569
PAGRI_06013	K07665
PAGRI_06014	K07644
PAGRI_06022	K02014
PAGRI_06023	K07165
PAGRI_06024	K23514
PAGRI_06025	K07044
PAGRI_06031	K00014
PAGRI_06032	K02624
PAGRI_06033	K18982
PAGRI_06034	K00058
PAGRI_06037	K21395
PAGRI_06044	K06218
PAGRI_06045	K06905
PAGRI_06048	K01265
PAGRI_06050	K10221
PAGRI_06052	K01607
PAGRI_06053	K11103
PAGRI_06055	K01055
PAGRI_06056	K19338
PAGRI_06059	K03762
PAGRI_06060	K14057
PAGRI_06061	K00681
PAGRI_06062	K02028
PAGRI_06063	K02029
PAGRI_06064	K02030
PAGRI_06067	K00077
PAGRI_06071	K24160
PAGRI_06073	K03406
PAGRI_06074	K08369
PAGRI_06075	K03406
PAGRI_06077	K02002
PAGRI_06078	K01133
PAGRI_06082	K01433
PAGRI_06083	K02002
PAGRI_06084	K21832
PAGRI_06085	K00479
PAGRI_06086	K03521
PAGRI_06087	K03522
PAGRI_06088	K21834
PAGRI_06089	K21833
PAGRI_06091	K01273
PAGRI_06092	K00600
PAGRI_06093	K21826
PAGRI_06094	K00148
PAGRI_06095	K02167
PAGRI_06096	K00130
PAGRI_06097	K00108
PAGRI_06098	K08369
PAGRI_06100	K00305
PAGRI_06101	K00302
PAGRI_06102	K00304
PAGRI_06103	K00303
PAGRI_06104	K01752
PAGRI_06106	K02002
PAGRI_06107	K21826
PAGRI_06108	K02001
PAGRI_06109	K02000
PAGRI_06111	K13021
PAGRI_06112	K07246
PAGRI_06113	K16135
PAGRI_06116	K01997
PAGRI_06117	K01998
PAGRI_06118	K01995
PAGRI_06119	K01996
PAGRI_06120	K01999
PAGRI_06123	K00666
PAGRI_06124	K00249
