PFUNG_00005	K06916
PFUNG_03732	K14057
PFUNG_03733	K03762
PFUNG_03734	K01426
PFUNG_03737	K03607
PFUNG_03738	K02484
PFUNG_03739	K07666
PFUNG_03740	K15725
PFUNG_03744	K03478
PFUNG_03745	K00720
PFUNG_03747	K07666
PFUNG_03748	K07645
PFUNG_03750	K00720
PFUNG_03752	K15553
PFUNG_03753	K15554
PFUNG_03754	K15555
PFUNG_03755	K03704
PFUNG_03756	K00135
PFUNG_03757	K22479
PFUNG_03758	K02526
PFUNG_03759	K01815
PFUNG_03760	K00065
PFUNG_03761	K19333
PFUNG_03762	K22303
PFUNG_03768	K00481
PFUNG_03769	K01754
PFUNG_03771	K14205
PFUNG_03778	K00384
PFUNG_03780	K01239
PFUNG_03781	K17737
PFUNG_03782	K06901
PFUNG_03791	K03762
PFUNG_03793	K09954
PFUNG_03795	K00860
PFUNG_03798	K05539
PFUNG_03806	K15555
PFUNG_03807	K15554
PFUNG_03808	K04091
PFUNG_03810	K01692
PFUNG_03816	K03297
PFUNG_03821	K00684
PFUNG_03822	K21420
PFUNG_03823	K00254
PFUNG_03824	K02424
PFUNG_03825	K10009
PFUNG_03826	K03100
PFUNG_03830	K02348
PFUNG_03832	K00249
PFUNG_03835	K01192
PFUNG_03837	K03606
PFUNG_03839	K18831
PFUNG_03841	K01807
PFUNG_03842	K03218
PFUNG_03843	K12573
PFUNG_03847	K11904
PFUNG_03856	K07003
PFUNG_03858	K01715
PFUNG_03862	K03446
PFUNG_03863	K00059
PFUNG_03867	K18009
PFUNG_03868	K05337
PFUNG_03872	K00249
PFUNG_03873	K15866
PFUNG_03874	K00249
PFUNG_03875	K04755
PFUNG_03876	K23138
PFUNG_03877	K02292
PFUNG_03882	K07506
PFUNG_03883	K23138
PFUNG_03886	K00432
PFUNG_03887	K00632
PFUNG_03888	K00074
PFUNG_03892	K02182
PFUNG_03893	K00059
PFUNG_03897	K08318
PFUNG_03898	K22187
PFUNG_03899	K19338
PFUNG_03900	K10218
PFUNG_03902	K23463
PFUNG_03903	K06034
PFUNG_03905	K01432
PFUNG_03906	K03862
PFUNG_03908	K03392
PFUNG_03912	K00249
PFUNG_03913	K00059
PFUNG_03916	K07216
PFUNG_03918	K07068
PFUNG_03921	K00529
PFUNG_03924	K09709
PFUNG_03925	K00249
PFUNG_03931	K00459
PFUNG_03933	K22747
PFUNG_03937	K03781
PFUNG_03938	K03762
PFUNG_03939	K01799
PFUNG_03940	K02029
PFUNG_03941	K02029
PFUNG_03942	K02030
PFUNG_03943	K02028
PFUNG_03944	K15783
PFUNG_03946	K15785
PFUNG_03947	K15786
PFUNG_03948	K15782
PFUNG_03949	K15784
PFUNG_03951	K01754
PFUNG_03954	K03168
PFUNG_03956	K17285
PFUNG_03957	K02050
PFUNG_03958	K02049
PFUNG_03959	K02051
PFUNG_03960	K03119
PFUNG_03963	K15553
PFUNG_03969	K08178
PFUNG_03971	K06445
PFUNG_03972	K00059
PFUNG_03974	K00626
PFUNG_03975	K01897
PFUNG_03978	K05797
PFUNG_03983	K03666
PFUNG_03991	K12511
PFUNG_03992	K12510
PFUNG_03993	K02283
PFUNG_03994	K02282
PFUNG_03995	K02280
PFUNG_03996	K02279
PFUNG_03998	K02278
PFUNG_03999	K02651
PFUNG_04003	K07335
PFUNG_04004	K09020
PFUNG_04005	K01426
PFUNG_04006	K22602
PFUNG_04008	K00077
PFUNG_04012	K24160
PFUNG_04015	K03406
PFUNG_04019	K02002
PFUNG_04020	K01133
PFUNG_04024	K01433
PFUNG_04025	K02002
PFUNG_04026	K21832
PFUNG_04027	K00479
PFUNG_04028	K03521
PFUNG_04029	K03522
PFUNG_04030	K21834
PFUNG_04031	K21833
PFUNG_04033	K01273
PFUNG_04034	K00600
PFUNG_04035	K21826
PFUNG_04036	K00148
PFUNG_04037	K02167
PFUNG_04038	K00130
PFUNG_04039	K00108
PFUNG_04040	K08369
PFUNG_04042	K00305
PFUNG_04043	K00302
PFUNG_04044	K00304
PFUNG_04045	K00303
PFUNG_04046	K01752
PFUNG_04048	K02002
PFUNG_04049	K21826
PFUNG_04050	K02001
PFUNG_04051	K02000
PFUNG_04053	K13021
PFUNG_04054	K07246
PFUNG_04055	K16135
PFUNG_04058	K01997
PFUNG_04059	K01998
PFUNG_04060	K01995
PFUNG_04061	K01996
PFUNG_04062	K01999
PFUNG_04064	K00666
PFUNG_04065	K00249
PFUNG_04066	K00046
PFUNG_04072	K20938
PFUNG_04073	K09024
PFUNG_04082	K01114
PFUNG_04083	K00428
PFUNG_04085	K01883
PFUNG_04086	K02300
PFUNG_04087	K02299
PFUNG_04088	K02298
PFUNG_04089	K02297
PFUNG_04090	K00342
PFUNG_04091	K02003
PFUNG_04092	K02004
PFUNG_04100	K13580
PFUNG_04101	K03405
PFUNG_04102	K02230
PFUNG_04103	K02234
PFUNG_04104	K02189
PFUNG_04105	K19221
PFUNG_04106	K02224
PFUNG_04107	K04719
PFUNG_04113	K02444
PFUNG_04114	K13655
PFUNG_04115	K13651
PFUNG_04118	K03781
PFUNG_04124	K01046
PFUNG_04125	K07506
PFUNG_04128	K01497
PFUNG_04131	K03652
PFUNG_04132	K04065
PFUNG_04133	K07300
PFUNG_04134	K03566
PFUNG_04135	K02055
PFUNG_04136	K02054
PFUNG_04137	K02053
PFUNG_04138	K02052
PFUNG_04139	K02030
PFUNG_04140	K02029
PFUNG_04141	K02029
PFUNG_04142	K22474
PFUNG_04143	K07303
PFUNG_04144	K07302
PFUNG_04147	K06194
PFUNG_04161	K00525
PFUNG_04162	K21309
PFUNG_04163	K21308
PFUNG_04164	K21307
PFUNG_04169	K07644
PFUNG_04170	K07665
PFUNG_04175	K13979
PFUNG_04176	K18900
PFUNG_04180	K00374
PFUNG_04181	K00373
PFUNG_04182	K00371
PFUNG_04183	K00370
PFUNG_04184	K02575
PFUNG_04185	K02575
PFUNG_04186	K07684
PFUNG_04187	K07673
PFUNG_04189	K17733
PFUNG_04190	K11891
PFUNG_04191	K11890
PFUNG_04192	K03286
PFUNG_04193	K11902
PFUNG_04194	K11907
PFUNG_04195	K11895
PFUNG_04196	K11896
PFUNG_04197	K11897
PFUNG_04198	K11903
PFUNG_04199	K11900
PFUNG_04200	K11901
PFUNG_04202	K11906
PFUNG_04203	K11893
PFUNG_04204	K11892
PFUNG_04206	K01455
PFUNG_04207	K11963
PFUNG_04208	K11962
PFUNG_04209	K11961
PFUNG_04210	K11960
PFUNG_04211	K11959
PFUNG_04214	K00036
PFUNG_04215	K19743
PFUNG_04216	K01777
PFUNG_04217	K10716
PFUNG_04220	K15773
PFUNG_04221	K07154
PFUNG_04227	K00799
PFUNG_04228	K11209
PFUNG_04229	K09823
PFUNG_04231	K09017
PFUNG_04234	K07080
PFUNG_04238	K01996
PFUNG_04239	K01995
PFUNG_04240	K01997
PFUNG_04240	K01998
PFUNG_04241	K01999
PFUNG_04243	K22879
PFUNG_04249	K15553
PFUNG_04252	K07044
PFUNG_04254	K09957
PFUNG_04255	K08717
PFUNG_04257	K01821
PFUNG_04263	K14274
PFUNG_04264	K18981
PFUNG_04265	K01708
PFUNG_04266	K01707
PFUNG_04267	K03535
PFUNG_04268	K05799
PFUNG_04269	K13877
PFUNG_04270	K01630
PFUNG_04271	K00042
PFUNG_04273	K08191
PFUNG_04274	K18981
PFUNG_04277	K00249
PFUNG_04278	K03300
PFUNG_04280	K00425
PFUNG_04281	K00426
PFUNG_04284	K20975
PFUNG_04286	K03333
PFUNG_04287	K02020
PFUNG_04291	K02030
PFUNG_04292	K02029
PFUNG_04293	K02029
PFUNG_04294	K02028
PFUNG_04295	K05836
PFUNG_04296	K05836
PFUNG_04297	K01745
PFUNG_04298	K10021
PFUNG_04299	K10019
PFUNG_04300	K10020
PFUNG_04301	K10018
PFUNG_04303	K00675
PFUNG_04304	K07267
PFUNG_04307	K16301
PFUNG_04308	K02012
PFUNG_04309	K02011
PFUNG_04310	K02010
PFUNG_04313	K16090
PFUNG_04316	K13929
PFUNG_04317	K13930
PFUNG_04318	K13931
PFUNG_04319	K13932
PFUNG_04320	K13933
PFUNG_04321	K13934
PFUNG_04322	K13935
PFUNG_04326	K23509
PFUNG_04327	K23509
PFUNG_04328	K10820
PFUNG_04329	K23508
PFUNG_04331	K09019
PFUNG_04333	K07098
PFUNG_04335	K07507
PFUNG_04337	K18118
PFUNG_04347	K00206
PFUNG_04348	K19670
PFUNG_04350	K11082
PFUNG_04351	K11083
PFUNG_04353	K11081
PFUNG_04354	K03430
PFUNG_04355	K02444
PFUNG_04356	K03688
PFUNG_04359	K01916
PFUNG_04365	K08677
PFUNG_04366	K09983
PFUNG_04367	K09771
PFUNG_04369	K03719
PFUNG_04374	K06950
PFUNG_04377	K00625
PFUNG_04379	K03893
PFUNG_04388	K03975
PFUNG_04393	K00020
PFUNG_04395	K01897
PFUNG_04396	K15515
PFUNG_04397	K13641
PFUNG_04398	K13641
PFUNG_04399	K00375
PFUNG_04400	K15551
PFUNG_04401	K10831
PFUNG_04402	K15552
PFUNG_04403	K03852
PFUNG_04404	K00625
PFUNG_04405	K09883
PFUNG_04406	K09882
PFUNG_04407	K08172
PFUNG_04408	K00108
PFUNG_04409	K13641
PFUNG_04410	K11735
PFUNG_04415	K03307
PFUNG_04417	K07090
PFUNG_04418	K08166
PFUNG_04423	K00140
PFUNG_04425	K16844
PFUNG_04426	K11103
PFUNG_04427	K16846
PFUNG_04428	K16845
PFUNG_04429	K03710
PFUNG_04431	K01560
PFUNG_04434	K13444
PFUNG_04437	K04033
PFUNG_04439	K00146
PFUNG_04443	K00059
PFUNG_04450	K05921
PFUNG_04451	K05921
PFUNG_04452	K00151
PFUNG_04453	K00455
PFUNG_04454	K01826
PFUNG_04455	K02509
PFUNG_04456	K02510
PFUNG_04463	K00694
PFUNG_04464	K20541
PFUNG_04465	K20542
PFUNG_04466	K20543
PFUNG_04467	K07493
PFUNG_04474	K03710
PFUNG_04475	K07090
PFUNG_04478	K07638
PFUNG_04479	K07659
PFUNG_04483	K03893
PFUNG_04487	K11534
PFUNG_04488	K02057
PFUNG_04489	K02056
PFUNG_04490	K02058
PFUNG_04491	K02057
PFUNG_04492	K00852
PFUNG_04493	K00128
PFUNG_04494	K01619
PFUNG_04495	K10441
PFUNG_04496	K10440
PFUNG_04497	K10439
PFUNG_04498	K02346
PFUNG_04499	K07644
PFUNG_04500	K07665
PFUNG_04504	K06991
PFUNG_04506	K05835
PFUNG_04508	K03321
PFUNG_04509	K03762
PFUNG_04511	K01451
PFUNG_04512	K14057
PFUNG_04514	K07154
PFUNG_04515	K07178
PFUNG_04516	K02529
PFUNG_04517	K10112
PFUNG_04518	K17317
PFUNG_04519	K17316
PFUNG_04520	K17315
PFUNG_04521	K05350
PFUNG_04528	K13633
PFUNG_04530	K21023
PFUNG_04536	K01714
PFUNG_04537	K00609
PFUNG_04540	K16090
PFUNG_04541	K07126
PFUNG_04542	K07336
PFUNG_04543	K07126
PFUNG_04545	K11904
PFUNG_04546	K13483
PFUNG_04547	K11178
PFUNG_04548	K11177
PFUNG_04549	K07141
PFUNG_04552	K21929
PFUNG_04555	K09459
PFUNG_04556	K01841
PFUNG_04557	K07486
PFUNG_04558	K03406
PFUNG_04560	K03587
PFUNG_04568	K02014
PFUNG_04572	K00640
PFUNG_04573	K05946
PFUNG_04577	K07270
PFUNG_04579	K02472
PFUNG_04580	K01791
PFUNG_04581	K16692
PFUNG_04582	K01104
PFUNG_04583	K01991
PFUNG_04584	K03606
PFUNG_04585	K00077
PFUNG_04586	K00128
PFUNG_04588	K08177
PFUNG_04589	K21703
PFUNG_04591	K00325
PFUNG_04593	K07749
PFUNG_04596	K08172
PFUNG_04600	K07506
PFUNG_04602	K02617
PFUNG_04603	K01822
PFUNG_04605	K16050
PFUNG_04609	K18364
PFUNG_04610	K18366
PFUNG_04611	K18365
PFUNG_04612	K15982
PFUNG_04613	K07003
PFUNG_04615	K00626
PFUNG_04617	K00059
PFUNG_04621	K00626
PFUNG_04624	K01692
PFUNG_04626	K01692
PFUNG_04627	K01040
PFUNG_04628	K01039
PFUNG_04629	K16049
PFUNG_04630	K18687
PFUNG_04631	K15983
PFUNG_04632	K05296
PFUNG_04633	K16051
PFUNG_04635	K05898
PFUNG_04636	K16047
PFUNG_04640	K01066
PFUNG_04641	K15866
PFUNG_04642	K14652
PFUNG_04645	K01426
PFUNG_04646	K01992
PFUNG_04647	K01990
PFUNG_04651	K07090
PFUNG_04653	K03798
PFUNG_04655	K03762
PFUNG_04656	K01990
PFUNG_04660	K07667
PFUNG_04661	K01548
PFUNG_04662	K01547
PFUNG_04663	K01546
PFUNG_04667	K22348
PFUNG_04671	K07213
PFUNG_04674	K06147
PFUNG_04676	K21023
PFUNG_04678	K07114
PFUNG_04679	K07114
PFUNG_04682	K03924
PFUNG_04683	K13444
PFUNG_04686	K00797
PFUNG_04690	K15549
PFUNG_04691	K15547
PFUNG_04692	K12340
PFUNG_04694	K00845
PFUNG_04698	K09967
PFUNG_04702	K16137
PFUNG_04705	K07734
PFUNG_04706	K00375
PFUNG_04707	K09118
PFUNG_04711	K18334
PFUNG_04712	K10439
PFUNG_04713	K10440
PFUNG_04714	K10441
PFUNG_04718	K01467
PFUNG_04719	K09983
PFUNG_04727	K03576
PFUNG_04728	K00549
PFUNG_04729	K02228
PFUNG_04730	K03576
PFUNG_04731	K00549
PFUNG_04732	K16092
PFUNG_04733	K00677
PFUNG_04735	K03585
PFUNG_04736	K18138
PFUNG_04739	K00790
PFUNG_04741	K07507
PFUNG_04744	K21703
PFUNG_04745	K03113
PFUNG_04748	K00020
PFUNG_04758	K19622
PFUNG_04759	K00375
PFUNG_04763	K00029
PFUNG_04764	K09788
PFUNG_04765	K20455
PFUNG_04766	K01659
PFUNG_04767	K02688
PFUNG_04769	K00303
PFUNG_04771	K22550
PFUNG_04772	K02031
PFUNG_04772	K02032
PFUNG_04773	K02034
PFUNG_04774	K02033
PFUNG_04775	K02035
PFUNG_04777	K01560
PFUNG_04778	K00128
PFUNG_04780	K12972
PFUNG_04783	K04744
PFUNG_04790	K07642
PFUNG_04791	K07664
PFUNG_04792	K16135
PFUNG_04793	K07246
PFUNG_04795	K06995
PFUNG_04797	K08195
PFUNG_04799	K00135
PFUNG_04802	K13021
PFUNG_04803	K10220
PFUNG_04807	K07050
PFUNG_04809	K07240
PFUNG_04810	K07240
PFUNG_04811	K00046
PFUNG_04814	K10947
PFUNG_04816	K10218
PFUNG_04818	K12972
PFUNG_04820	K06016
PFUNG_04821	K01644
PFUNG_04824	K03436
PFUNG_04826	K03307
PFUNG_04827	K22024
PFUNG_04828	K19954
PFUNG_04829	K01714
PFUNG_04843	K07223
PFUNG_04845	K01338
PFUNG_04846	K13993
PFUNG_04848	K07574
PFUNG_04852	K03446
PFUNG_04853	K03543
PFUNG_04854	K23777
PFUNG_04855	K03649
PFUNG_04859	K06158
PFUNG_04863	K20034
PFUNG_04864	K05710
PFUNG_04865	K07002
PFUNG_04866	K03119
PFUNG_04867	K00344
PFUNG_04874	K00428
PFUNG_04875	K21302
PFUNG_04879	K02012
PFUNG_04882	K02011
PFUNG_04883	K02010
PFUNG_04884	K19670
PFUNG_04885	K00206
PFUNG_04886	K03430
PFUNG_04887	K22474
PFUNG_04889	K02276
PFUNG_04890	K15408
PFUNG_04891	K02275
PFUNG_04892	K03543
PFUNG_04893	K03446
PFUNG_04895	K07507
PFUNG_04896	K00156
PFUNG_04897	K05520
PFUNG_04902	K06147
PFUNG_04903	K15521
PFUNG_04904	K03273
PFUNG_04906	K00612
PFUNG_04910	K08678
PFUNG_04920	K13993
PFUNG_04921	K13993
PFUNG_04926	K03098
PFUNG_04927	K22491
PFUNG_04928	K08482
PFUNG_04931	K13993
PFUNG_04932	K13993
PFUNG_04934	K11354
PFUNG_04937	K07215
PFUNG_04940	K01501
PFUNG_04943	K07123
PFUNG_04945	K07222
PFUNG_04947	K01847
PFUNG_04949	K00059
PFUNG_04950	K09022
PFUNG_04952	K02028
PFUNG_04953	K02029
PFUNG_04954	K02029
PFUNG_04955	K02030
PFUNG_04964	K09386
PFUNG_04965	K00020
PFUNG_04966	K03520
PFUNG_04967	K03518
PFUNG_04968	K03519
PFUNG_04969	K10112
PFUNG_04970	K02026
PFUNG_04971	K02025
PFUNG_04972	K02027
PFUNG_04983	K13641
PFUNG_04985	K16171
PFUNG_04986	K01464
PFUNG_04988	K15554
PFUNG_04989	K02049
PFUNG_04992	K02051
PFUNG_04993	K02049
PFUNG_04994	K02050
PFUNG_04995	K01426
PFUNG_04999	K00059
PFUNG_05000	K01426
PFUNG_05001	K11963
PFUNG_05002	K11962
PFUNG_05003	K11961
PFUNG_05004	K11960
PFUNG_05005	K11959
PFUNG_05006	K01999
PFUNG_05008	K09022
PFUNG_05011	K02028
PFUNG_05011	K02029
PFUNG_05012	K02030
PFUNG_05013	K03781
PFUNG_05014	K06867
PFUNG_05015	K07303
PFUNG_05016	K07302
PFUNG_05029	K02049
PFUNG_05030	K02050
PFUNG_05031	K02051
PFUNG_05033	K22602
PFUNG_05034	K08177
PFUNG_05035	K08194
PFUNG_05036	K22210
PFUNG_05037	K18982
PFUNG_05039	K18981
PFUNG_05041	K01687
PFUNG_05042	K00090
PFUNG_05043	K01714
PFUNG_05045	K08191
PFUNG_05047	K01685
PFUNG_05048	K01053
PFUNG_05049	K11477
PFUNG_05050	K01638
PFUNG_05051	K02529
PFUNG_05058	K03832
PFUNG_05059	K03559
PFUNG_05060	K03561
PFUNG_05061	K02014
PFUNG_05062	K09474
PFUNG_05063	K02483
PFUNG_05072	K16873
PFUNG_05073	K00128
PFUNG_05074	K00666
PFUNG_05078	K01897
PFUNG_05079	K02616
PFUNG_05080	K02614
PFUNG_05083	K02616
PFUNG_05084	K00666
PFUNG_05086	K00121
PFUNG_05088	K05337
PFUNG_05089	K02529
PFUNG_05092	K06989
PFUNG_05093	K09023
PFUNG_05096	K02029
PFUNG_05097	K02029
PFUNG_05099	K02030
PFUNG_05102	K08195
PFUNG_05103	K00141
PFUNG_05104	K01576
PFUNG_05106	K08195
PFUNG_05111	K08195
PFUNG_05112	K04065
PFUNG_05117	K04744
PFUNG_05122	K07638
PFUNG_05127	K07277
PFUNG_05131	K05799
PFUNG_05134	K03833
PFUNG_05135	K01042
PFUNG_05136	K02380
PFUNG_05137	K00127
PFUNG_05138	K00124
PFUNG_05139	K00123
PFUNG_05142	K01008
PFUNG_05143	K06917
PFUNG_05144	K07089
PFUNG_05146	K03710
PFUNG_05150	K13641
PFUNG_05152	K00059
PFUNG_05153	K13247
PFUNG_05154	K02106
PFUNG_05155	K03464
PFUNG_05156	K09780
PFUNG_05168	K03086
PFUNG_05172	K06894
PFUNG_05173	K09934
PFUNG_05175	K05825
PFUNG_05176	K18166
PFUNG_05177	K00128
PFUNG_05178	K09709
PFUNG_05179	K09990
PFUNG_05185	K01999
PFUNG_05191	K03762
PFUNG_05196	K08482
PFUNG_05198	K06075
PFUNG_05204	K10544
PFUNG_05205	K10545
PFUNG_05206	K10543
PFUNG_05207	K01805
PFUNG_05208	K02529
PFUNG_05209	K01785
PFUNG_05211	K11073
PFUNG_05212	K06995
PFUNG_05216	K03457
PFUNG_05226	K08369
PFUNG_05230	K03322
PFUNG_05233	K09913
PFUNG_05239	K00457
PFUNG_05240	K02623
PFUNG_05241	K00449
PFUNG_05242	K00448
PFUNG_05243	K03746
PFUNG_05245	K03704
PFUNG_05247	K00666
PFUNG_05248	K10914
PFUNG_05249	K03406
PFUNG_05252	K03086
PFUNG_05253	K02316
PFUNG_05254	K09117
PFUNG_05255	K02970
PFUNG_05257	K01409
PFUNG_05258	K09007
PFUNG_05259	K01662
PFUNG_05260	K00795
PFUNG_05261	K03602
PFUNG_05262	K00499
PFUNG_05263	K01011
PFUNG_05264	K01061
PFUNG_05265	K03885
PFUNG_05266	K02335
PFUNG_05268	K03566
PFUNG_05269	K07240
PFUNG_05270	K07240
PFUNG_05271	K01241
PFUNG_05273	K02204
PFUNG_05275	K23775
PFUNG_05276	K04063
PFUNG_05277	K01669
PFUNG_05281	K02020
PFUNG_05282	K02018
PFUNG_05283	K02017
PFUNG_05284	K02019
PFUNG_05289	K05596
PFUNG_05293	K07313
PFUNG_05294	K23275
PFUNG_05295	K19813
PFUNG_05296	K23274
PFUNG_05298	K16147
PFUNG_05299	K05343
PFUNG_05300	K00700
PFUNG_05301	K01214
PFUNG_05302	K01236
PFUNG_05303	K00705
PFUNG_05304	K06044
PFUNG_05309	K03772
PFUNG_05311	K10764
PFUNG_05312	K00764
PFUNG_05313	K03558
PFUNG_05314	K03749
PFUNG_05315	K11754
PFUNG_05316	K01963
PFUNG_05317	K01695
PFUNG_05318	K00571
PFUNG_05319	K01696
PFUNG_05320	K01817
PFUNG_05321	K06173
PFUNG_05323	K00133
PFUNG_05324	K00052
PFUNG_05325	K01704
PFUNG_05327	K01703
PFUNG_05328	K01647
PFUNG_05329	K09159
PFUNG_05330	K00240
PFUNG_05331	K00239
PFUNG_05332	K00242
PFUNG_05333	K00241
PFUNG_05334	K03710
PFUNG_05335	K00024
PFUNG_05336	K01644
PFUNG_05337	K01659
PFUNG_05339	K01720
PFUNG_05340	K01681
PFUNG_05343	K07690
PFUNG_05344	K03286
PFUNG_05345	K02053
PFUNG_05346	K02054
PFUNG_05347	K02055
PFUNG_05348	K02052
PFUNG_05349	K00375
PFUNG_05352	K07734
PFUNG_05353	K17686
PFUNG_05354	K05875
PFUNG_05355	K00799
PFUNG_05356	K05973
PFUNG_05359	K15773
PFUNG_05373	K15125
PFUNG_05374	K03769
PFUNG_05375	K07326
PFUNG_05377	K00074
PFUNG_05381	K07507
PFUNG_05384	K03704
PFUNG_05388	K18335
PFUNG_05389	K07046
PFUNG_05390	K00064
PFUNG_05391	K16850
PFUNG_05393	K02057
PFUNG_05394	K02056
PFUNG_05395	K10439
PFUNG_05398	K09181
PFUNG_05399	K03566
PFUNG_05401	K02837
PFUNG_05403	K07347
PFUNG_05404	K15540
PFUNG_05405	K07345
PFUNG_05406	K08368
PFUNG_05407	K00135
PFUNG_05408	K23107
PFUNG_05409	K10713
PFUNG_05410	K03746
PFUNG_05415	K07677
PFUNG_05419	K00384
PFUNG_05421	K09927
PFUNG_05426	K18900
PFUNG_05427	K05847
PFUNG_05428	K05846
PFUNG_05429	K05845
PFUNG_05430	K05846
PFUNG_05432	K07506
PFUNG_05434	K02554
PFUNG_05436	K00830
PFUNG_05438	K24163
PFUNG_05442	K16216
PFUNG_05443	K13875
PFUNG_05445	K13876
PFUNG_05446	K07659
PFUNG_05449	K01687
PFUNG_05455	K03413
PFUNG_05459	K03407
PFUNG_05466	K09958
PFUNG_05469	K00060
PFUNG_05470	K00639
PFUNG_05471	K23779
PFUNG_05477	K03497
PFUNG_05478	K03496
PFUNG_05479	K00537
PFUNG_05480	K15553
PFUNG_05481	K03299
PFUNG_05482	K09984
PFUNG_05488	K19784
PFUNG_05492	K03410
PFUNG_05494	K21678
PFUNG_05495	K21677
PFUNG_05496	K06045
PFUNG_05500	K14645
PFUNG_05504	K04754
PFUNG_05505	K07003
PFUNG_05506	K07323
PFUNG_05508	K03527
PFUNG_05512	K00091
PFUNG_05513	K01512
PFUNG_05515	K05786
PFUNG_05517	K10914
PFUNG_05519	K01714
PFUNG_05523	K01173
PFUNG_05537	K01652
PFUNG_05538	K06989
PFUNG_05539	K00130
PFUNG_05541	K00529
PFUNG_05542	K08369
PFUNG_05544	K04045
PFUNG_05547	K00375
PFUNG_05548	K00301
PFUNG_05552	K00574
PFUNG_05556	K22895
PFUNG_05560	K01586
PFUNG_05561	K14057
PFUNG_05562	K10013
PFUNG_05563	K06987
PFUNG_05564	K01114
PFUNG_05568	K00036
PFUNG_05569	K00886
PFUNG_05572	K16090
PFUNG_05573	K07336
PFUNG_05574	K09939
PFUNG_05580	K02039
PFUNG_05590	K07032
PFUNG_05592	K05835
PFUNG_05595	K00344
PFUNG_05597	K13936
PFUNG_05601	K00375
PFUNG_05606	K01868
PFUNG_05607	K00059
PFUNG_05609	K21395
PFUNG_05610	K00626
PFUNG_05611	K00666
PFUNG_05614	K21405
PFUNG_05617	K06934
PFUNG_05618	K02297
PFUNG_05619	K02298
PFUNG_05620	K02299
PFUNG_05621	K02300
PFUNG_05622	K01799
PFUNG_05623	K18456
PFUNG_05624	K24206
PFUNG_05626	K03186
PFUNG_05627	K16874
PFUNG_05628	K07045
PFUNG_05629	K07045
PFUNG_05631	K03566
PFUNG_05632	K07302
PFUNG_05633	K07303
PFUNG_05639	K00154
PFUNG_05656	K06911
PFUNG_05657	K06988
PFUNG_05658	K01118
PFUNG_05659	K06893
PFUNG_05662	K00034
PFUNG_05666	K01892
PFUNG_05675	K18301
PFUNG_05678	K05712
PFUNG_05683	K00433
PFUNG_05691	K19267
PFUNG_05704	K01432
PFUNG_05707	K07005
PFUNG_05708	K08369
PFUNG_05711	K03566
PFUNG_05712	K08223
PFUNG_05717	K00145
PFUNG_05719	K03566
PFUNG_05720	K01939
PFUNG_05728	K00799
PFUNG_05733	K16135
PFUNG_05734	K01561
PFUNG_05735	K01703
PFUNG_05736	K01704
PFUNG_05737	K11103
PFUNG_05740	K08172
PFUNG_05741	K01628
PFUNG_05745	K18900
PFUNG_05746	K10916
PFUNG_05748	K10915
PFUNG_05752	K00596
PFUNG_05757	K01687
PFUNG_05758	K23242
PFUNG_05759	K23541
PFUNG_05760	K16137
PFUNG_05761	K14189
PFUNG_05766	K00059
PFUNG_05768	K03892
PFUNG_05769	K03325
PFUNG_05770	K00537
PFUNG_05771	K11811
PFUNG_05773	K22187
PFUNG_05774	K01273
PFUNG_05775	K05020
PFUNG_05778	K09022
PFUNG_05779	K03457
PFUNG_05780	K03522
PFUNG_05781	K03521
PFUNG_05783	K18702
PFUNG_05790	K07552
PFUNG_05791	K11927
PFUNG_05793	K08691
PFUNG_05794	K18289
PFUNG_05795	K03303
PFUNG_05796	K19338
PFUNG_05797	K00854
PFUNG_05799	K10112
PFUNG_05800	K05351
PFUNG_05801	K02026
PFUNG_05802	K02025
PFUNG_05803	K02027
PFUNG_05804	K13653
PFUNG_05806	K00799
PFUNG_05807	K01061
PFUNG_05808	K08295
PFUNG_05810	K01075
PFUNG_05811	K00249
PFUNG_05815	K09461
PFUNG_05816	K18208
PFUNG_05817	K22491
PFUNG_05818	K01495
PFUNG_05821	K06876
PFUNG_05822	K01669
PFUNG_05831	K01607
PFUNG_05833	K01627
PFUNG_05834	K01775
PFUNG_05840	K01114
PFUNG_05842	K17836
PFUNG_05851	K11477
PFUNG_05853	K03566
PFUNG_05854	K00615
PFUNG_05855	K00615
PFUNG_05859	K00615
PFUNG_05860	K00018
PFUNG_05869	K24012
PFUNG_05871	K03566
PFUNG_05873	K11717
PFUNG_05875	K04087
PFUNG_05876	K04088
PFUNG_05877	K01534
PFUNG_05879	K03719
PFUNG_05880	K04090
PFUNG_05881	K00285
PFUNG_05882	K10038
PFUNG_05883	K10037
PFUNG_05884	K10036
PFUNG_05891	K09981
PFUNG_05893	K03717
PFUNG_05901	K01715
PFUNG_05907	K13658
PFUNG_05910	K16692
PFUNG_05917	K16011
PFUNG_05918	K03606
PFUNG_05923	K07168
PFUNG_05925	K07749
PFUNG_05926	K01577
PFUNG_05927	K08177
PFUNG_05931	K02483
PFUNG_05934	K11905
PFUNG_05935	K11903
PFUNG_05937	K11892
PFUNG_05938	K11893
PFUNG_05939	K11901
PFUNG_05940	K11900
PFUNG_05941	K11904
PFUNG_05946	K11891
PFUNG_05947	K11910
PFUNG_05948	K11896
PFUNG_05949	K11895
PFUNG_05950	K11906
PFUNG_05952	K10013
PFUNG_05953	K11073
PFUNG_05954	K01266
PFUNG_05956	K03549
