PTERE_00001	K02313
PTERE_04020	K00217
PTERE_04021	K04098
PTERE_04023	K01990
PTERE_04024	K01992
PTERE_04030	K01902
PTERE_04031	K01903
PTERE_04032	K07749
PTERE_04035	K21703
PTERE_04036	K08177
PTERE_04038	K00128
PTERE_04046	K22278
PTERE_04048	K00285
PTERE_04049	K10001
PTERE_04053	K07006
PTERE_04055	K00033
PTERE_04060	K06194
PTERE_04064	K03549
PTERE_04065	K01721
PTERE_04066	K20807
PTERE_04070	K07141
PTERE_04071	K07493
PTERE_04072	K06901
PTERE_04075	K07403
PTERE_04078	K01895
PTERE_04079	K00140
PTERE_04080	K00020
PTERE_04084	K13483
PTERE_04085	K11178
PTERE_04086	K11177
PTERE_04088	K02483
PTERE_04089	K00344
PTERE_04093	K02483
PTERE_04095	K00384
PTERE_04102	K01426
PTERE_04105	K00128
PTERE_04110	K01687
PTERE_04114	K15553
PTERE_04115	K02073
PTERE_04120	K07638
PTERE_04122	K00249
PTERE_04127	K03719
PTERE_04129	K06938
PTERE_04130	K09771
PTERE_04131	K09983
PTERE_04132	K08677
PTERE_04137	K01916
PTERE_04140	K03688
PTERE_04141	K02444
PTERE_04142	K03430
PTERE_04143	K11081
PTERE_04145	K11083
PTERE_04146	K11082
PTERE_04148	K19670
PTERE_04149	K00206
PTERE_04158	K18118
PTERE_04159	K07098
PTERE_04161	K09019
PTERE_04163	K13935
PTERE_04164	K13934
PTERE_04165	K13933
PTERE_04166	K13932
PTERE_04167	K13931
PTERE_04168	K13930
PTERE_04169	K13929
PTERE_04175	K00675
PTERE_04177	K00156
PTERE_04181	K10018
PTERE_04182	K10020
PTERE_04183	K10019
PTERE_04184	K10021
PTERE_04185	K01745
PTERE_04186	K05836
PTERE_04187	K05836
PTERE_04188	K02028
PTERE_04189	K02029
PTERE_04190	K02029
PTERE_04191	K02030
PTERE_04194	K03333
PTERE_04196	K20975
PTERE_04201	K00426
PTERE_04202	K00425
PTERE_04204	K01821
PTERE_04206	K08717
PTERE_04207	K09957
PTERE_04213	K23777
PTERE_04214	K03543
PTERE_04215	K03446
PTERE_04217	K07080
PTERE_04220	K09017
PTERE_04222	K09823
PTERE_04223	K11209
PTERE_04224	K00799
PTERE_04231	K05799
PTERE_04232	K01777
PTERE_04233	K19743
PTERE_04234	K00036
PTERE_04238	K01752
PTERE_04239	K00303
PTERE_04240	K00304
PTERE_04241	K00302
PTERE_04242	K00305
PTERE_04243	K01633
PTERE_04247	K11903
PTERE_04248	K18900
PTERE_04249	K13979
PTERE_04256	K00433
PTERE_04264	K07313
PTERE_04266	K08369
PTERE_04267	K00108
PTERE_04268	K00130
PTERE_04269	K02167
PTERE_04270	K00148
PTERE_04276	K00525
PTERE_04277	K21826
PTERE_04278	K00600
PTERE_04279	K01273
PTERE_04281	K21833
PTERE_04282	K21834
PTERE_04283	K03522
PTERE_04284	K03521
PTERE_04285	K00479
PTERE_04286	K21832
PTERE_04287	K02002
PTERE_04289	K01433
PTERE_04291	K01133
PTERE_04292	K02002
PTERE_04294	K17736
PTERE_04295	K02002
PTERE_04297	K17735
PTERE_04298	K07107
PTERE_04299	K01066
PTERE_04303	K01991
PTERE_04304	K01104
PTERE_04305	K16692
PTERE_04306	K00012
PTERE_04308	K16556
PTERE_04313	K12996
PTERE_04314	K03606
PTERE_04320	K06194
PTERE_04327	K00694
PTERE_04328	K20541
PTERE_04330	K20543
PTERE_04331	K07302
PTERE_04332	K07303
PTERE_04333	K22474
PTERE_04334	K02029
PTERE_04335	K02029
PTERE_04336	K02030
PTERE_04337	K03566
PTERE_04338	K07300
PTERE_04339	K04065
PTERE_04340	K03652
PTERE_04343	K01497
PTERE_04346	K07506
PTERE_04348	K02444
PTERE_04350	K04719
PTERE_04351	K02224
PTERE_04352	K19221
PTERE_04353	K02189
PTERE_04354	K02303
PTERE_04356	K02234
PTERE_04357	K02230
PTERE_04358	K03405
PTERE_04359	K13580
PTERE_04360	K21449
PTERE_04361	K03286
PTERE_04363	K13541
PTERE_04364	K03394
PTERE_04365	K06042
PTERE_04366	K02229
PTERE_04367	K00595
PTERE_04368	K02188
PTERE_04369	K05895
PTERE_04370	K05936
PTERE_04372	K03307
PTERE_04374	K05595
PTERE_04377	K01884
PTERE_04378	K05835
PTERE_04382	K08191
PTERE_04383	K01187
PTERE_04387	K02346
PTERE_04390	K02040
PTERE_04394	K22303
PTERE_04399	K02484
PTERE_04400	K02483
PTERE_04402	K14731
PTERE_04404	K03566
PTERE_04408	K02806
PTERE_04416	K01142
PTERE_04419	K01775
PTERE_04420	K00285
PTERE_04431	K07154
PTERE_04433	K01114
PTERE_04434	K07001
PTERE_04435	K00019
PTERE_04436	K01574
PTERE_04443	K03717
PTERE_04445	K09981
PTERE_04446	K23508
PTERE_04447	K10820
PTERE_04448	K23509
PTERE_04449	K23509
PTERE_04454	K02040
PTERE_04458	K22468
PTERE_04459	K06192
PTERE_04460	K18139
PTERE_04461	K18138
PTERE_04462	K03585
PTERE_04465	K03321
PTERE_04467	K01940
PTERE_04469	K01621
PTERE_04471	K03781
PTERE_04479	K01501
PTERE_04480	K01673
PTERE_04484	K03380
PTERE_04485	K00852
PTERE_04486	K06726
PTERE_04487	K10441
PTERE_04488	K10440
PTERE_04489	K10439
PTERE_04490	K03484
PTERE_04493	K17763
PTERE_04494	K00936
PTERE_04497	K10713
PTERE_04498	K07223
PTERE_04501	K03809
PTERE_04507	K03576
PTERE_04508	K00549
PTERE_04509	K00122
PTERE_04512	K02019
PTERE_04516	K03762
PTERE_04517	K01426
PTERE_04519	K00285
PTERE_04521	K06075
PTERE_04528	K00031
PTERE_04529	K13985
PTERE_04532	K00799
PTERE_04533	K22405
PTERE_04535	K00801
PTERE_04536	K06147
PTERE_04537	K17989
PTERE_04539	K00077
PTERE_04541	K00832
PTERE_04543	K01126
PTERE_04546	K00135
PTERE_04548	K02529
PTERE_04549	K10112
PTERE_04550	K17317
PTERE_04551	K17316
PTERE_04552	K17315
PTERE_04553	K05350
PTERE_04558	K02055
PTERE_04561	K07305
PTERE_04563	K07304
PTERE_04565	K09022
PTERE_04567	K19736
PTERE_04571	K22747
PTERE_04572	K01115
PTERE_04578	K01505
PTERE_04581	K01816
PTERE_04582	K08191
PTERE_04583	K18981
PTERE_04584	K02510
PTERE_04586	K22186
PTERE_04596	K13487
PTERE_04597	K13488
PTERE_04598	K13486
PTERE_04599	K13489
PTERE_04600	K13490
PTERE_04601	K13491
PTERE_04602	K11444
PTERE_04603	K07234
PTERE_04605	K06145
PTERE_04608	K22186
PTERE_04610	K16074
PTERE_04611	K00059
PTERE_04613	K03406
PTERE_04614	K05799
PTERE_04615	K18928
PTERE_04616	K00782
PTERE_04617	K18929
PTERE_04618	K03303
PTERE_04619	K03566
PTERE_04621	K07336
PTERE_04622	K16090
PTERE_04623	K17321
PTERE_04625	K17323
PTERE_04626	K17322
PTERE_04627	K17325
PTERE_04628	K17324
PTERE_04633	K02019
PTERE_04635	K02019
PTERE_04637	K09915
PTERE_04640	K06194
PTERE_04641	K03676
PTERE_04643	K18991
PTERE_04644	K00382
PTERE_04648	K00375
PTERE_04653	K01485
PTERE_04654	K01114
PTERE_04656	K01779
PTERE_04659	K00703
PTERE_04660	K01214
PTERE_04661	K07658
PTERE_04664	K00472
PTERE_04666	K07001
PTERE_04670	K12511
PTERE_04671	K12510
PTERE_04672	K02283
PTERE_04673	K02282
PTERE_04675	K02280
PTERE_04676	K02279
PTERE_04678	K02278
PTERE_04679	K02651
PTERE_04680	K02651
PTERE_04684	K22044
PTERE_04686	K10844
PTERE_04689	K03286
PTERE_04692	K03092
PTERE_04697	K08995
PTERE_04700	K03168
PTERE_04708	K24160
PTERE_04709	K21006
PTERE_04710	K21007
PTERE_04711	K21008
PTERE_04712	K21009
PTERE_04713	K21010
PTERE_04714	K21011
PTERE_04715	K21012
PTERE_04717	K03724
PTERE_04719	K01194
PTERE_04720	K14051
PTERE_04721	K13816
PTERE_04722	K13574
PTERE_04727	K11741
PTERE_04732	K16137
PTERE_04733	K00384
PTERE_04735	K06158
PTERE_04741	K02030
PTERE_04745	K11745
PTERE_04751	K00002
PTERE_04752	K06048
PTERE_04754	K10439
PTERE_04755	K10441
PTERE_04756	K10440
PTERE_04757	K10440
PTERE_04758	K00004
PTERE_04760	K09780
PTERE_04761	K04098
PTERE_04762	K00217
PTERE_04763	K22419
PTERE_04764	K22044
PTERE_04781	K20034
PTERE_04782	K05710
PTERE_04783	K07002
PTERE_04784	K03119
PTERE_04785	K00344
PTERE_04790	K17865
PTERE_04791	K03821
PTERE_04792	K06147
PTERE_04797	K00799
PTERE_04800	K04063
PTERE_04802	K01607
PTERE_04808	K07232
PTERE_04809	K18900
PTERE_04810	K18901
PTERE_04811	K18902
PTERE_04812	K18903
PTERE_04815	K00799
PTERE_04822	K05835
PTERE_04824	K24116
PTERE_04829	K16137
PTERE_04831	K19777
PTERE_04835	K00666
PTERE_04839	K01647
PTERE_04842	K03569
PTERE_04843	K06999
PTERE_04844	K03446
PTERE_04849	K10441
PTERE_04850	K10440
PTERE_04854	K07644
PTERE_04857	K07274
PTERE_04859	K07644
PTERE_04861	K07665
PTERE_04867	K03762
PTERE_04869	K00600
PTERE_04870	K08688
PTERE_04871	K21826
PTERE_04880	K06954
PTERE_04881	K09701
PTERE_04882	K00574
PTERE_04883	K03098
PTERE_04884	K00574
PTERE_04886	K02052
PTERE_04887	K02053
PTERE_04888	K02054
PTERE_04889	K02055
PTERE_04890	K05878
PTERE_04891	K05879
PTERE_04892	K10112
PTERE_04893	K10112
PTERE_04895	K02026
PTERE_04896	K02025
PTERE_04897	K02027
PTERE_04898	K02529
PTERE_04899	K03594
PTERE_04900	K00688
PTERE_04923	K10001
PTERE_04925	K03554
PTERE_04930	K22278
PTERE_04931	K15735
PTERE_04935	K16066
PTERE_04936	K02029
PTERE_04937	K02029
PTERE_04938	K02028
PTERE_04939	K02030
PTERE_04942	K16841
PTERE_04943	K03762
PTERE_04944	K00059
PTERE_04947	K02002
PTERE_04948	K15790
PTERE_04949	K13633
PTERE_04951	K02517
PTERE_04956	K00720
PTERE_04958	K00881
PTERE_04962	K10538
PTERE_04963	K10539
PTERE_04964	K10537
PTERE_04966	K01092
PTERE_04969	K21023
PTERE_04973	K01714
PTERE_04974	K00609
PTERE_04975	K13483
PTERE_04976	K11178
PTERE_04977	K11177
PTERE_04980	K21405
PTERE_04981	K22736
PTERE_04982	K02639
PTERE_04984	K21829
PTERE_04985	K19744
PTERE_04986	K10013
PTERE_04987	K00285
PTERE_04989	K05874
PTERE_04990	K13936
PTERE_04998	K02518
PTERE_05000	K03449
PTERE_05001	K07183
PTERE_05002	K15576
PTERE_05003	K02002
PTERE_05004	K21826
PTERE_05005	K02001
PTERE_05006	K02000
PTERE_05007	K13875
PTERE_05008	K13876
PTERE_05010	K12340
PTERE_05011	K13409
PTERE_05012	K13408
PTERE_05016	K07687
PTERE_05017	K10559
PTERE_05018	K10561
PTERE_05019	K10560
PTERE_05020	K10562
PTERE_05022	K03534
PTERE_05024	K18337
PTERE_05025	K12661
PTERE_05062	K06904
PTERE_05065	K00558
PTERE_05070	K01153
PTERE_05071	K01154
PTERE_05073	K03427
PTERE_05077	K01160
PTERE_05094	K21883
PTERE_05096	K00299
PTERE_05099	K21801
PTERE_05100	K01521
PTERE_05103	K02843
PTERE_05105	K01968
PTERE_05106	K13766
PTERE_05107	K01969
PTERE_05108	K00253
PTERE_05120	K07010
PTERE_05121	K01915
PTERE_05122	K12256
PTERE_05123	K11073
PTERE_05124	K11076
PTERE_05125	K11075
PTERE_05126	K11074
PTERE_05128	K09471
PTERE_05129	K09471
PTERE_05131	K08369
PTERE_05132	K03321
PTERE_05136	K06934
PTERE_05137	K01623
PTERE_05146	K03413
PTERE_05149	K03407
PTERE_05151	K10552
PTERE_05152	K10553
PTERE_05153	K10554
PTERE_05156	K09471
PTERE_05158	K03786
PTERE_05163	K22549
PTERE_05164	K22550
PTERE_05165	K21061
PTERE_05166	K12658
PTERE_05167	K21062
PTERE_05170	K08166
PTERE_05172	K15977
PTERE_05173	K11534
PTERE_05174	K02057
PTERE_05175	K02056
PTERE_05176	K02058
PTERE_05177	K02057
PTERE_05178	K00852
PTERE_05179	K02431
PTERE_05180	K00128
PTERE_05181	K01619
PTERE_05182	K00215
PTERE_05185	K02529
PTERE_05190	K01474
PTERE_05191	K01473
PTERE_05194	K01640
PTERE_05196	K01715
PTERE_05197	K13993
PTERE_05198	K13993
PTERE_05209	K16238
PTERE_05212	K00605
PTERE_05216	K07673
PTERE_05218	K22344
PTERE_05220	K22342
PTERE_05221	K22343
PTERE_05222	K00605
PTERE_05223	K00317
PTERE_05226	K03521
PTERE_05227	K03522
PTERE_05228	K07684
PTERE_05229	K21405
PTERE_05230	K01091
PTERE_05231	K00855
PTERE_05233	K21703
PTERE_05234	K06984
PTERE_05235	K10714
PTERE_05236	K06913
PTERE_05237	K01499
PTERE_05238	K15740
PTERE_05239	K05966
PTERE_05240	K11904
PTERE_05242	K07126
PTERE_05244	K07126
PTERE_05245	K01633
PTERE_05246	K18853
PTERE_05248	K09154
PTERE_05249	K09733
PTERE_05250	K07144
PTERE_05251	K07072
PTERE_05252	K06914
PTERE_05253	K00201
PTERE_05254	K00200
PTERE_05255	K00672
PTERE_05256	K00202
PTERE_05257	K21703
PTERE_05258	K00600
PTERE_05259	K00830
PTERE_05260	K00018
PTERE_05261	K14067
PTERE_05262	K08692
PTERE_05263	K01595
PTERE_05264	K08691
PTERE_05266	K01491
PTERE_05267	K22083
PTERE_05268	K22082
PTERE_05269	K22081
PTERE_05270	K01915
PTERE_05271	K00305
PTERE_05272	K00302
PTERE_05273	K00304
PTERE_05274	K00303
PTERE_05275	K01433
PTERE_05277	K07684
PTERE_05280	K09990
PTERE_05281	K07112
PTERE_05282	K02403
PTERE_05283	K02402
PTERE_05284	K03322
PTERE_05285	K18903
PTERE_05286	K18902
PTERE_05287	K18901
PTERE_05288	K01066
PTERE_05289	K18900
PTERE_05293	K01008
PTERE_05294	K15371
PTERE_05297	K06992
PTERE_05303	K02041
PTERE_05304	K02044
PTERE_05305	K02042
PTERE_05307	K00375
PTERE_05308	K00823
PTERE_05309	K00135
PTERE_05310	K07726
PTERE_05312	K03644
PTERE_05313	K00627
PTERE_05314	K21417
PTERE_05315	K21416
PTERE_05317	K21405
PTERE_05322	K00632
PTERE_05323	K02624
PTERE_05324	K01451
PTERE_05325	K05774
PTERE_05327	K02043
PTERE_05328	K06166
PTERE_05329	K06165
PTERE_05330	K06164
PTERE_05331	K06163
PTERE_05332	K05781
PTERE_05333	K05780
PTERE_05334	K06162
PTERE_05335	K10013
PTERE_05336	K06987
PTERE_05340	K22589
PTERE_05344	K01673
PTERE_05346	K01745
PTERE_05347	K10018
PTERE_05348	K03566
PTERE_05350	K00077
PTERE_05354	K00014
PTERE_05355	K03786
PTERE_05356	K16047
PTERE_05362	K10440
PTERE_05365	K00451
PTERE_05366	K00135
PTERE_05368	K02624
PTERE_05369	K02624
PTERE_05370	K16319
PTERE_05371	K16320
PTERE_05373	K00523
PTERE_05375	K07812
PTERE_05377	K04102
PTERE_05378	K10439
PTERE_05379	K18013
PTERE_05380	K00451
PTERE_05392	K08195
PTERE_05395	K15977
PTERE_05396	K06222
PTERE_05397	K15977
PTERE_05398	K06911
PTERE_05399	K14731
PTERE_05408	K00688
PTERE_05410	K08169
PTERE_05411	K01620
PTERE_05413	K02030
PTERE_05415	K08195
PTERE_05418	K08177
PTERE_05419	K03924
PTERE_05421	K16256
PTERE_05422	K16257
PTERE_05423	K16258
PTERE_05424	K16259
PTERE_05429	K06889
PTERE_05432	K06893
PTERE_05436	K18910
PTERE_05437	K10111
PTERE_05438	K02027
PTERE_05439	K02025
PTERE_05440	K02026
PTERE_05442	K03331
PTERE_05443	K05351
PTERE_05444	K23271
PTERE_05448	K00375
PTERE_05449	K07734
PTERE_05456	K07243
PTERE_05457	K07267
PTERE_05459	K16301
PTERE_05460	K02012
PTERE_05461	K02011
PTERE_05462	K02010
PTERE_05466	K02484
PTERE_05470	K01768
PTERE_05473	K01118
PTERE_05482	K15229
PTERE_05485	K15228
PTERE_05488	K00146
PTERE_05490	K03430
PTERE_05491	K09459
PTERE_05492	K01841
PTERE_05495	K03406
PTERE_05496	K03587
PTERE_05509	K06147
PTERE_05511	K02022
PTERE_05513	K18139
PTERE_05518	K12132
PTERE_05520	K07232
PTERE_05534	K14393
PTERE_05541	K13953
PTERE_05543	K00023
PTERE_05546	K08738
PTERE_05548	K01075
PTERE_05549	K10914
PTERE_05551	K18013
PTERE_05552	K17735
PTERE_05553	K07493
PTERE_05557	K07020
PTERE_05567	K00108
PTERE_05568	K01684
PTERE_05570	K07248
PTERE_05575	K18968
PTERE_05576	K03566
PTERE_05577	K03306
PTERE_05578	K22468
PTERE_05580	K00681
PTERE_05581	K15785
PTERE_05582	K15786
PTERE_05583	K15782
PTERE_05584	K15784
PTERE_05585	K15783
PTERE_05587	K01754
PTERE_05589	K02030
PTERE_05590	K02029
PTERE_05591	K02029
PTERE_05592	K02028
PTERE_05599	K02503
PTERE_05605	K03310
PTERE_05606	K18166
PTERE_05607	K00128
PTERE_05609	K00457
PTERE_05610	K02623
PTERE_05611	K00449
PTERE_05612	K00448
PTERE_05614	K03746
PTERE_05615	K00666
PTERE_05620	K05366
PTERE_05621	K03307
PTERE_05624	K06911
PTERE_05625	K15977
PTERE_05630	K05710
PTERE_05631	K00529
PTERE_05633	K02529
PTERE_05635	K18900
PTERE_05640	K00799
PTERE_05642	K01574
PTERE_05643	K00077
PTERE_05650	K04744
PTERE_05653	K07277
PTERE_05656	K11904
PTERE_05657	K07659
PTERE_05658	K07642
PTERE_05659	K07664
PTERE_05660	K03746
PTERE_05664	K20035
PTERE_05667	K03086
PTERE_05668	K02316
PTERE_05669	K09117
PTERE_05670	K02970
PTERE_05672	K01409
PTERE_05673	K09007
PTERE_05674	K01662
PTERE_05675	K00795
PTERE_05676	K03602
PTERE_05677	K00499
PTERE_05678	K01011
PTERE_05679	K01061
PTERE_05680	K03885
PTERE_05681	K02335
PTERE_05683	K03566
PTERE_05684	K07240
PTERE_05685	K07240
PTERE_05686	K01241
PTERE_05688	K02204
PTERE_05690	K23775
PTERE_05691	K04063
PTERE_05692	K01669
PTERE_05696	K02020
PTERE_05697	K02018
PTERE_05698	K02017
PTERE_05699	K02019
PTERE_05705	K07313
PTERE_05706	K23275
PTERE_05707	K19813
PTERE_05708	K23274
PTERE_05710	K16147
PTERE_05711	K05343
PTERE_05712	K00700
PTERE_05713	K01214
PTERE_05714	K01236
PTERE_05715	K00705
PTERE_05716	K06044
PTERE_05720	K03772
PTERE_05722	K10764
PTERE_05723	K00764
PTERE_05724	K03558
PTERE_05725	K03749
PTERE_05726	K11754
PTERE_05727	K01963
PTERE_05728	K01695
PTERE_05729	K00571
PTERE_05730	K01696
PTERE_05731	K01817
PTERE_05732	K06173
PTERE_05734	K00133
PTERE_05735	K00052
PTERE_05736	K01704
PTERE_05738	K01703
PTERE_05740	K01647
PTERE_05741	K09159
PTERE_05742	K00240
PTERE_05743	K00239
PTERE_05744	K00242
PTERE_05745	K00241
PTERE_05746	K03710
PTERE_05747	K00024
PTERE_05748	K01644
PTERE_05749	K03417
PTERE_05750	K01659
PTERE_05752	K01720
PTERE_05753	K01681
PTERE_05755	K03719
PTERE_05758	K09005
PTERE_05760	K07690
PTERE_05761	K09017
PTERE_05762	K01993
PTERE_05763	K01990
PTERE_05764	K01992
PTERE_05768	K02053
PTERE_05769	K02054
PTERE_05770	K02055
PTERE_05771	K02052
PTERE_05772	K00375
PTERE_05773	K03642
PTERE_05774	K06194
PTERE_05777	K17686
PTERE_05778	K05875
PTERE_05779	K00799
PTERE_05780	K05973
PTERE_05782	K00074
PTERE_05786	K07507
PTERE_05791	K07493
PTERE_05793	K18335
PTERE_05794	K07046
PTERE_05795	K00064
PTERE_05796	K16850
PTERE_05798	K02057
PTERE_05799	K02056
PTERE_05800	K10439
PTERE_05803	K09181
PTERE_05804	K03566
PTERE_05805	K02837
PTERE_05807	K07347
PTERE_05808	K15540
PTERE_05809	K07345
PTERE_05810	K08368
PTERE_05811	K00135
PTERE_05812	K23107
PTERE_05813	K10713
PTERE_05814	K03746
PTERE_05824	K01026
PTERE_05828	K00567
PTERE_05831	K00384
PTERE_05833	K09927
PTERE_05838	K07506
PTERE_05843	K02554
PTERE_05845	K00830
PTERE_05848	K01640
PTERE_05854	K16216
PTERE_05855	K07726
PTERE_05856	K08369
PTERE_05857	K00529
PTERE_05859	K00130
PTERE_05860	K06989
PTERE_05861	K01652
PTERE_05872	K11905
PTERE_05873	K11907
PTERE_05874	K11903
PTERE_05877	K11895
PTERE_05878	K11906
PTERE_05880	K13051
PTERE_05881	K13892
PTERE_05882	K13889
PTERE_05883	K13890
PTERE_05884	K13891
PTERE_05885	K01266
PTERE_05886	K16203
PTERE_05887	K10538
PTERE_05888	K10539
PTERE_05889	K10537
PTERE_05890	K00035
PTERE_05891	K13875
PTERE_05897	K00575
PTERE_05898	K03412
PTERE_05901	K02556
PTERE_05902	K02557
PTERE_05906	K07124
PTERE_05907	K06987
PTERE_05908	K10013
PTERE_05909	K14057
PTERE_05911	K04033
PTERE_05914	K05712
PTERE_05915	K02511
PTERE_05917	K17285
PTERE_05920	K07335
PTERE_05928	K01434
PTERE_05932	K06867
PTERE_05933	K01297
PTERE_05935	K03291
PTERE_05937	K22704
PTERE_05944	K00344
PTERE_05947	K09958
PTERE_05950	K00060
PTERE_05951	K00639
PTERE_05952	K23779
PTERE_05958	K03496
PTERE_05959	K03497
PTERE_05966	K07305
PTERE_05967	K01246
PTERE_05971	K00114
PTERE_05974	K06138
PTERE_05975	K21405
PTERE_05976	K01259
PTERE_05977	K18918
PTERE_05983	K19302
PTERE_05987	K07093
PTERE_05990	K21023
PTERE_05991	K00655
PTERE_05994	K01194
PTERE_06002	K01455
PTERE_06003	K01470
PTERE_06004	K00459
PTERE_06006	K01821
PTERE_06010	K14393
PTERE_06012	K02371
PTERE_06014	K01714
PTERE_06015	K02529
PTERE_06016	K01682
PTERE_06020	K21883
PTERE_06021	K00014
PTERE_06023	K01997
PTERE_06024	K01999
PTERE_06026	K01784
PTERE_06030	K13641
PTERE_06032	K19823
PTERE_06033	K19823
PTERE_06034	K05874
PTERE_06036	K01652
PTERE_06037	K13877
PTERE_06038	K19338
PTERE_06039	K00206
PTERE_06040	K19670
PTERE_06041	K02012
PTERE_06042	K02010
PTERE_06043	K02011
PTERE_06044	K03430
PTERE_06047	K02806
PTERE_06056	K00285
PTERE_06057	K01480
PTERE_06058	K21699
PTERE_06059	K01999
PTERE_06060	K21699
PTERE_06061	K00146
PTERE_06062	K03457
PTERE_06063	K00108
PTERE_06077	K00010
PTERE_06078	K01816
PTERE_06079	K02058
PTERE_06080	K02027
PTERE_06083	K03530
PTERE_06093	K03543
PTERE_06094	K03446
PTERE_06096	K07213
PTERE_06099	K03649
PTERE_06101	K01652
PTERE_06103	K01662
PTERE_06105	K00164
PTERE_06106	K18900
PTERE_06110	K03710
PTERE_06118	K01714
PTERE_06122	K22296
PTERE_06123	K18030
PTERE_06124	K13995
PTERE_06125	K18028
PTERE_06126	K15357
PTERE_06127	K01799
PTERE_06128	K14974
PTERE_06129	K18029
PTERE_06130	K18030
PTERE_06135	K07124
PTERE_06137	K00059
PTERE_06138	K16137
PTERE_06139	K05913
PTERE_06142	K06999
PTERE_06145	K06953
PTERE_06146	K03724
PTERE_06148	K02106
PTERE_06149	K05874
PTERE_06161	K13936
PTERE_06163	K05799
PTERE_06164	K07396
PTERE_06165	K13936
PTERE_06167	K03566
PTERE_06168	K07402
PTERE_06170	K16874
PTERE_06172	K03520
PTERE_06173	K03518
PTERE_06174	K09386
PTERE_06175	K03519
PTERE_06177	K01555
PTERE_06179	K00480
PTERE_06180	K03186
PTERE_06182	K08195
PTERE_06183	K08195
PTERE_06184	K05874
PTERE_06185	K00596
PTERE_06190	K23107
PTERE_06194	K02000
PTERE_06195	K02001
PTERE_06196	K02002
PTERE_06197	K00600
PTERE_06198	K01714
PTERE_06200	K09472
PTERE_06201	K00286
PTERE_06202	K03566
PTERE_06205	K01999
PTERE_06207	K00479
PTERE_06208	K21832
PTERE_06212	K07787
PTERE_06213	K07798
PTERE_06217	K19837
PTERE_06219	K01426
PTERE_06220	K09020
PTERE_06221	K07335
PTERE_06222	K23537
PTERE_06223	K23535
PTERE_06224	K23536
PTERE_06226	K02053
PTERE_06227	K02054
PTERE_06228	K02055
PTERE_06229	K02052
PTERE_06230	K16842
PTERE_06233	K11209
PTERE_06236	K03585
PTERE_06237	K18138
PTERE_06238	K03577
PTERE_06239	K09768
PTERE_06242	K08173
PTERE_06246	K10112
PTERE_06247	K17317
PTERE_06248	K17316
PTERE_06249	K17315
PTERE_06251	K01715
PTERE_06252	K01026
PTERE_06253	K19181
PTERE_06254	K02529
PTERE_06265	K10680
PTERE_06268	K01750
PTERE_06270	K16137
PTERE_06271	K02433
PTERE_06274	K18336
PTERE_06277	K13875
PTERE_06278	K13877
PTERE_06280	K13876
PTERE_06281	K09788
PTERE_06282	K20455
PTERE_06283	K01659
PTERE_06284	K03417
PTERE_06285	K02688
PTERE_06295	K00484
PTERE_06296	K22027
PTERE_06300	K02013
PTERE_06301	K02015
PTERE_06302	K02016
PTERE_06303	K02483
PTERE_06306	K00428
PTERE_06307	K01114
PTERE_06314	K11904
PTERE_06320	K11891
PTERE_06324	K03453
PTERE_06325	K00389
PTERE_06326	K06871
PTERE_06329	K07001
PTERE_06330	K05874
PTERE_06334	K00384
PTERE_06347	K11209
PTERE_06353	K00375
PTERE_06358	K00059
PTERE_06363	K09983
PTERE_06366	K06988
PTERE_06369	K07746
PTERE_06372	K05343
PTERE_06373	K01187
PTERE_06374	K18301
PTERE_06391	K02031
PTERE_06393	K02035
PTERE_06394	K02033
PTERE_06395	K02034
PTERE_06396	K00681
PTERE_06397	K02488
PTERE_06399	K03300
PTERE_06418	K00384
PTERE_06419	K04063
PTERE_06423	K02052
PTERE_06424	K02054
PTERE_06425	K02053
PTERE_06426	K22550
PTERE_06428	K00303
PTERE_06429	K02055
PTERE_06430	K24158
PTERE_06431	K17725
PTERE_06434	K11735
PTERE_06436	K01999
PTERE_06437	K07493
PTERE_06449	K01640
PTERE_06451	K08369
PTERE_06452	K01638
PTERE_06453	K11477
PTERE_06454	K05921
PTERE_06455	K05921
PTERE_06456	K00151
PTERE_06457	K00455
PTERE_06458	K01826
PTERE_06459	K02509
PTERE_06460	K20866
PTERE_06464	K16329
PTERE_06469	K03535
PTERE_06471	K00128
PTERE_06472	K01560
PTERE_06474	K02035
PTERE_06475	K02033
PTERE_06476	K02034
PTERE_06477	K02031
PTERE_06477	K02032
PTERE_06478	K22550
PTERE_06480	K00303
PTERE_06482	K07493
PTERE_06483	K03566
PTERE_06484	K02052
PTERE_06485	K07025
PTERE_06487	K02054
PTERE_06488	K02053
PTERE_06489	K00128
PTERE_06490	K18843
PTERE_06491	K16873
PTERE_06492	K02055
PTERE_06493	K06995
PTERE_06495	K00135
PTERE_06496	K07246
PTERE_06497	K16135
PTERE_06500	K12972
PTERE_06512	K00023
PTERE_06514	K16516
PTERE_06515	K11475
PTERE_06517	K08195
PTERE_06520	K03787
PTERE_06521	K07112
PTERE_06522	K07112
PTERE_06541	K13924
PTERE_06546	K03778
PTERE_06549	K16135
PTERE_06550	K08194
PTERE_06554	K08368
PTERE_06556	K01744
PTERE_06557	K19055
PTERE_06558	K03418
PTERE_06559	K01999
PTERE_06560	K01777
PTERE_06562	K13609
PTERE_06564	K04063
PTERE_06565	K23775
PTERE_06566	K04063
PTERE_06568	K18991
