PXENO_00001	K00865
PXENO_04323	K02051
PXENO_04324	K17225
PXENO_04325	K22622
PXENO_04327	K03119
PXENO_04328	K02051
PXENO_04329	K02049
PXENO_04330	K02050
PXENO_04331	K17285
PXENO_04333	K24116
PXENO_04341	K02275
PXENO_04342	K15408
PXENO_04343	K02276
PXENO_04345	K22474
PXENO_04346	K03426
PXENO_04347	K11927
PXENO_04348	K00064
PXENO_04349	K17315
PXENO_04354	K05366
PXENO_04355	K00209
PXENO_04357	K00799
PXENO_04360	K00598
PXENO_04364	K07507
PXENO_04366	K02575
PXENO_04367	K00380
PXENO_04368	K00363
PXENO_04369	K00362
PXENO_04371	K02303
PXENO_04373	K07140
PXENO_04374	K11474
PXENO_04375	K00104
PXENO_04376	K11472
PXENO_04377	K11473
PXENO_04378	K11477
PXENO_04379	K01638
PXENO_04381	K00963
PXENO_04389	K01711
PXENO_04396	K16692
PXENO_04397	K01991
PXENO_04398	K01104
PXENO_04399	K00012
PXENO_04400	K03606
PXENO_04401	K16011
PXENO_04408	K00697
PXENO_04411	K06867
PXENO_04412	K03424
PXENO_04414	K02341
PXENO_04415	K00943
PXENO_04416	K07082
PXENO_04417	K06980
PXENO_04419	K01066
PXENO_04421	K23256
PXENO_04425	K00626
PXENO_04426	K07516
PXENO_04427	K20034
PXENO_04428	K08997
PXENO_04429	K07305
PXENO_04430	K06190
PXENO_04431	K05527
PXENO_04432	K03769
PXENO_04433	K07154
PXENO_04435	K01952
PXENO_04437	K00285
PXENO_04438	K23997
PXENO_04439	K01810
PXENO_04440	K02003
PXENO_04441	K10804
PXENO_04443	K03770
PXENO_04446	K03530
PXENO_04447	K01338
PXENO_04448	K03544
PXENO_04449	K01358
PXENO_04450	K03545
PXENO_04452	K15547
PXENO_04453	K12340
PXENO_04462	K00020
PXENO_04465	K02554
PXENO_04472	K14274
PXENO_04473	K06912
PXENO_04475	K14274
PXENO_04479	K01003
PXENO_04480	K02554
PXENO_04483	K03566
PXENO_04484	K06912
PXENO_04485	K01053
PXENO_04487	K06912
PXENO_04489	K00059
PXENO_04490	K06912
PXENO_04492	K03777
PXENO_04495	K16137
PXENO_04499	K00632
PXENO_04500	K22025
PXENO_04501	K22131
PXENO_04503	K22130
PXENO_04504	K21948
PXENO_04505	K08319
PXENO_04506	K05799
PXENO_04507	K02624
PXENO_04508	K01451
PXENO_04509	K05774
PXENO_04511	K02043
PXENO_04512	K06166
PXENO_04513	K06165
PXENO_04514	K06164
PXENO_04515	K06163
PXENO_04516	K05781
PXENO_04517	K05780
PXENO_04518	K06162
PXENO_04520	K02055
PXENO_04522	K10013
PXENO_04523	K06987
PXENO_04524	K02073
PXENO_04527	K16137
PXENO_04528	K04063
PXENO_04529	K01066
PXENO_04530	K06999
PXENO_04534	K00688
PXENO_04536	K08169
PXENO_04537	K01620
PXENO_04538	K06194
PXENO_04543	K00033
PXENO_04545	K07006
PXENO_04549	K22278
PXENO_04555	K01142
PXENO_04557	K07518
PXENO_04558	K13483
PXENO_04559	K11178
PXENO_04560	K11177
PXENO_04561	K07141
PXENO_04562	K21929
PXENO_04563	K07154
PXENO_04567	K03430
PXENO_04568	K09459
PXENO_04569	K01841
PXENO_04570	K03406
PXENO_04572	K03587
PXENO_04581	K00640
PXENO_04582	K05946
PXENO_04586	K07270
PXENO_04588	K02472
PXENO_04589	K16692
PXENO_04590	K01104
PXENO_04591	K01991
PXENO_04592	K03606
PXENO_04593	K00077
PXENO_04594	K00128
PXENO_04596	K08177
PXENO_04597	K21703
PXENO_04599	K00325
PXENO_04601	K07749
PXENO_04604	K08172
PXENO_04610	K07506
PXENO_04612	K01992
PXENO_04613	K01990
PXENO_04619	K07090
PXENO_04621	K03798
PXENO_04623	K03762
PXENO_04624	K01990
PXENO_04629	K22348
PXENO_04633	K07213
PXENO_04635	K09788
PXENO_04636	K20455
PXENO_04637	K01659
PXENO_04638	K02688
PXENO_04639	K08195
PXENO_04641	K01560
PXENO_04643	K22027
PXENO_04644	K00484
PXENO_04648	K13021
PXENO_04649	K10220
PXENO_04653	K07050
PXENO_04655	K16137
PXENO_04658	K05714
PXENO_04659	K05819
PXENO_04660	K01666
PXENO_04661	K04073
PXENO_04662	K02554
PXENO_04663	K05713
PXENO_04664	K05712
PXENO_04666	K05818
PXENO_04668	K12266
PXENO_04669	K05916
PXENO_04674	K18139
PXENO_04675	K01993
PXENO_04676	K13926
PXENO_04677	K01992
PXENO_04680	K18997
PXENO_04681	K05516
PXENO_04683	K16320
PXENO_04684	K16319
PXENO_04685	K02051
PXENO_04687	K03186
PXENO_04688	K02051
PXENO_04689	K16874
PXENO_04690	K01897
PXENO_04694	K02050
PXENO_04695	K02049
PXENO_04699	K00135
PXENO_04701	K05799
PXENO_04702	K07068
PXENO_04705	K21607
PXENO_04706	K18068
PXENO_04707	K13021
PXENO_04708	K01796
PXENO_04710	K00156
PXENO_04715	K07506
PXENO_04717	K00433
PXENO_04718	K00384
PXENO_04732	K13993
PXENO_04733	K13993
PXENO_04740	K15553
PXENO_04741	K15555
PXENO_04742	K15554
PXENO_04745	K17228
PXENO_04746	K13641
PXENO_04747	K06867
PXENO_04749	K00114
PXENO_04750	K16259
PXENO_04751	K16258
PXENO_04752	K16257
PXENO_04753	K16256
PXENO_04757	K21703
PXENO_04761	K23995
PXENO_04762	K01724
PXENO_04763	K06984
PXENO_04764	K10714
PXENO_04765	K06913
PXENO_04766	K01499
PXENO_04767	K15740
PXENO_04768	K05966
PXENO_04769	K10713
PXENO_04771	K01633
PXENO_04772	K21405
PXENO_04773	K18853
PXENO_04779	K01783
PXENO_04780	K01624
PXENO_04781	K00615
PXENO_04782	K00855
PXENO_04785	K01602
PXENO_04786	K01601
PXENO_04787	K09154
PXENO_04788	K09733
PXENO_04789	K07144
PXENO_04790	K07072
PXENO_04791	K06914
PXENO_04792	K01814
PXENO_04793	K00201
PXENO_04794	K00200
PXENO_04795	K00672
PXENO_04796	K00202
PXENO_04798	K01259
PXENO_04799	K06136
PXENO_04800	K06137
PXENO_04801	K06138
PXENO_04802	K06139
PXENO_04803	K07689
PXENO_04804	K07675
PXENO_04807	K03832
PXENO_04808	K03561
PXENO_04809	K03559
PXENO_04811	K01091
PXENO_04813	K07058
PXENO_04818	K17763
PXENO_04819	K17762
PXENO_04820	K17752
PXENO_04824	K05597
PXENO_04826	K05874
PXENO_04828	K01474
PXENO_04829	K01473
PXENO_04832	K06034
PXENO_04833	K13794
PXENO_04834	K13796
PXENO_04835	K13795
PXENO_04836	K22474
PXENO_04837	K18030
PXENO_04838	K07302
PXENO_04845	K04102
PXENO_04849	K01897
PXENO_04851	K08195
PXENO_04852	K05874
PXENO_04853	K01704
PXENO_04854	K01703
PXENO_04855	K08195
PXENO_04857	K03186
PXENO_04858	K00480
PXENO_04860	K01555
PXENO_04862	K03519
PXENO_04863	K09386
PXENO_04864	K03518
PXENO_04865	K03520
PXENO_04867	K16874
PXENO_04870	K07045
PXENO_04872	K02052
PXENO_04874	K02053
PXENO_04876	K02055
PXENO_04881	K03833
PXENO_04882	K01042
PXENO_04883	K02380
PXENO_04884	K00127
PXENO_04885	K00124
PXENO_04886	K00123
PXENO_04889	K01008
PXENO_04890	K06917
PXENO_04891	K07089
PXENO_04896	K06016
PXENO_04897	K01996
PXENO_04898	K01995
PXENO_04899	K01998
PXENO_04900	K01997
PXENO_04901	K01999
PXENO_04902	K05799
PXENO_04909	K03086
PXENO_04913	K06894
PXENO_04914	K09934
PXENO_04916	K05825
PXENO_04917	K18166
PXENO_04919	K00128
PXENO_04922	K01644
PXENO_04924	K18289
PXENO_04925	K00249
PXENO_04926	K09709
PXENO_04927	K09990
PXENO_04929	K11895
PXENO_04931	K07126
PXENO_04932	K07126
PXENO_04933	K07126
PXENO_04934	K07126
PXENO_04936	K11904
PXENO_04937	K11896
PXENO_04946	K03762
PXENO_04950	K08482
PXENO_04952	K06075
PXENO_04958	K07302
PXENO_04959	K07303
PXENO_04961	K10544
PXENO_04962	K10545
PXENO_04963	K10543
PXENO_04964	K01805
PXENO_04965	K02529
PXENO_04966	K01785
PXENO_04970	K03406
PXENO_04976	K04091
PXENO_04978	K15553
PXENO_04979	K15555
PXENO_04980	K15554
PXENO_04983	K00507
PXENO_04985	K01531
PXENO_04987	K01006
PXENO_04988	K09794
PXENO_04989	K05275
PXENO_04993	K19736
PXENO_04994	K01477
PXENO_04995	K09967
PXENO_04996	K02028
PXENO_04997	K02029
PXENO_04999	K09967
PXENO_05000	K09967
PXENO_05001	K02030
PXENO_05003	K06934
PXENO_05004	K01687
PXENO_05006	K03892
PXENO_05007	K00059
PXENO_05013	K06988
PXENO_05018	K00596
PXENO_05023	K06324
PXENO_05029	K07126
PXENO_05032	K19623
PXENO_05035	K19621
PXENO_05036	K19620
PXENO_05037	K00059
PXENO_05042	K00615
PXENO_05045	K02055
PXENO_05046	K02052
PXENO_05047	K02054
PXENO_05048	K02053
PXENO_05050	K22550
PXENO_05052	K00303
PXENO_05056	K00311
PXENO_05059	K03119
PXENO_05060	K00128
PXENO_05064	K03556
PXENO_05065	K12508
PXENO_05066	K00249
PXENO_05067	K08764
PXENO_05070	K00059
PXENO_05071	K03522
PXENO_05072	K03521
PXENO_05073	K01796
PXENO_05076	K23948
PXENO_05077	K15866
PXENO_05078	K00249
PXENO_05080	K01897
PXENO_05082	K08764
PXENO_05083	K00249
PXENO_05084	K03556
PXENO_05090	K08195
PXENO_05091	K00523
PXENO_05092	K22024
PXENO_05093	K16320
PXENO_05094	K16319
PXENO_05095	K02624
PXENO_05100	K08177
PXENO_05101	K01577
PXENO_05102	K07749
PXENO_05104	K02040
PXENO_05107	K16074
PXENO_05108	K02040
PXENO_05115	K00457
PXENO_05116	K02623
PXENO_05117	K00449
PXENO_05118	K00448
PXENO_05119	K03746
PXENO_05121	K03704
PXENO_05123	K00666
PXENO_05124	K10914
PXENO_05125	K03406
PXENO_05140	K24158
PXENO_05142	K01995
PXENO_05143	K01996
PXENO_05144	K01998
PXENO_05145	K01997
PXENO_05146	K01999
PXENO_05149	K17228
PXENO_05151	K01714
PXENO_05152	K03386
PXENO_05159	K03086
PXENO_05160	K02316
PXENO_05161	K09117
PXENO_05162	K02970
PXENO_05164	K01409
PXENO_05165	K09007
PXENO_05166	K01662
PXENO_05167	K00795
PXENO_05168	K03602
PXENO_05169	K00499
PXENO_05170	K01011
PXENO_05171	K01061
PXENO_05172	K03885
PXENO_05173	K02335
PXENO_05175	K07240
PXENO_05176	K07240
PXENO_05177	K01241
PXENO_05179	K02204
PXENO_05181	K23775
PXENO_05182	K04063
PXENO_05183	K01669
PXENO_05187	K02020
PXENO_05188	K02018
PXENO_05189	K02017
PXENO_05190	K02019
PXENO_05197	K07313
PXENO_05200	K16147
PXENO_05201	K05343
PXENO_05202	K00700
PXENO_05203	K01214
PXENO_05204	K01236
PXENO_05205	K00705
PXENO_05206	K06044
PXENO_05208	K07090
PXENO_05211	K03772
PXENO_05213	K10764
PXENO_05214	K00764
PXENO_05215	K03558
PXENO_05216	K03749
PXENO_05217	K11754
PXENO_05218	K01963
PXENO_05219	K01695
PXENO_05220	K00571
PXENO_05221	K01696
PXENO_05222	K01817
PXENO_05223	K06173
PXENO_05225	K00133
PXENO_05226	K00052
PXENO_05227	K01704
PXENO_05229	K01703
PXENO_05230	K01647
PXENO_05231	K09159
PXENO_05232	K00240
PXENO_05233	K00239
PXENO_05234	K00242
PXENO_05235	K00241
PXENO_05236	K03710
PXENO_05237	K00024
PXENO_05238	K01644
PXENO_05240	K01659
PXENO_05242	K01720
PXENO_05243	K01681
PXENO_05246	K07688
PXENO_05247	K03286
PXENO_05248	K21449
PXENO_05251	K03101
PXENO_05260	K02279
PXENO_05261	K02280
PXENO_05262	K02283
PXENO_05263	K12510
PXENO_05264	K12511
PXENO_05265	K09005
PXENO_05269	K07690
PXENO_05270	K03286
PXENO_05271	K02053
PXENO_05272	K02054
PXENO_05273	K02055
PXENO_05274	K02052
PXENO_05275	K00375
PXENO_05278	K07734
PXENO_05279	K17686
PXENO_05280	K05875
PXENO_05281	K00799
PXENO_05282	K05973
PXENO_05285	K00074
PXENO_05289	K07507
PXENO_05292	K03704
PXENO_05298	K18335
PXENO_05299	K07046
PXENO_05300	K00064
PXENO_05301	K16850
PXENO_05302	K16849
PXENO_05303	K02057
PXENO_05304	K02056
PXENO_05305	K10439
PXENO_05308	K09181
PXENO_05309	K02837
PXENO_05311	K07347
PXENO_05312	K15540
PXENO_05313	K07345
PXENO_05315	K03746
PXENO_05322	K09022
PXENO_05323	K07677
PXENO_05327	K00384
PXENO_05329	K09927
PXENO_05332	K05847
PXENO_05333	K05846
PXENO_05334	K05845
PXENO_05335	K05846
PXENO_05336	K11264
PXENO_05339	K19338
PXENO_05340	K00830
PXENO_05344	K16216
PXENO_05345	K07659
PXENO_05346	K03413
PXENO_05350	K03407
PXENO_05356	K09958
PXENO_05359	K00060
PXENO_05360	K00639
PXENO_05361	K23779
PXENO_05366	K03497
PXENO_05367	K03496
PXENO_05369	K00537
PXENO_05370	K15553
PXENO_05371	K03299
PXENO_05372	K09984
PXENO_05378	K19784
PXENO_05382	K03410
PXENO_05384	K21678
PXENO_05385	K21677
PXENO_05386	K06045
PXENO_05388	K04754
PXENO_05389	K07003
PXENO_05390	K07323
PXENO_05392	K03527
PXENO_05396	K00091
PXENO_05397	K01512
PXENO_05399	K05786
PXENO_05401	K10914
PXENO_05403	K01714
PXENO_05424	K19302
PXENO_05425	K13633
PXENO_05426	K03863
PXENO_05427	K01745
PXENO_05430	K15584
PXENO_05431	K02033
PXENO_05432	K02034
PXENO_05434	K10823
PXENO_05439	K09386
PXENO_05440	K00020
PXENO_05441	K03520
PXENO_05442	K03518
PXENO_05443	K03519
PXENO_05444	K10112
PXENO_05445	K02026
PXENO_05446	K02025
PXENO_05447	K02027
PXENO_05449	K01752
PXENO_05452	K16137
PXENO_05454	K19267
PXENO_05457	K02408
PXENO_05458	K07240
PXENO_05469	K00146
PXENO_05470	K04103
PXENO_05475	K12132
PXENO_05491	K03406
PXENO_05495	K07506
PXENO_05496	K01781
PXENO_05497	K15054
PXENO_05498	K01576
PXENO_05502	K03724
PXENO_05507	K07454
PXENO_05513	K07326
PXENO_05514	K03769
PXENO_05520	K07484
PXENO_05538	K01652
PXENO_05539	K06989
PXENO_05540	K00130
PXENO_05542	K00529
PXENO_05543	K08369
PXENO_05549	K04045
PXENO_05551	K00301
PXENO_05554	K03098
PXENO_05556	K00574
PXENO_05560	K22895
PXENO_05563	K14057
PXENO_05564	K10013
PXENO_05565	K06987
PXENO_05567	K01114
PXENO_05571	K00036
PXENO_05572	K00886
PXENO_05574	K16090
PXENO_05575	K07336
PXENO_05576	K09939
PXENO_05587	K07032
PXENO_05593	K00344
PXENO_05595	K13936
PXENO_05600	K00375
PXENO_05606	K01868
PXENO_05613	K13653
PXENO_05618	K00059
PXENO_05621	K01265
PXENO_05626	K00799
PXENO_05627	K01061
PXENO_05628	K08295
PXENO_05630	K01075
PXENO_05631	K00249
PXENO_05635	K09461
PXENO_05636	K13796
PXENO_05638	K08369
PXENO_05641	K17724
PXENO_05642	K00344
PXENO_05645	K18118
PXENO_05647	K07493
PXENO_05652	K06158
PXENO_05653	K11811
PXENO_05654	K00537
PXENO_05655	K03325
PXENO_05657	K03892
PXENO_05658	K00138
PXENO_05659	K00114
PXENO_05661	K06138
PXENO_05662	K21405
PXENO_05663	K21405
PXENO_05665	K21416
PXENO_05666	K21417
PXENO_05667	K00627
PXENO_05668	K03644
PXENO_05670	K07217
PXENO_05674	K01560
PXENO_05678	K12141
PXENO_05679	K12140
PXENO_05681	K12137
PXENO_05682	K00797
PXENO_05686	K00797
PXENO_05688	K00797
PXENO_05689	K03086
PXENO_05690	K02372
PXENO_05694	K07347
PXENO_05695	K07346
PXENO_05698	K00428
PXENO_05700	K00472
PXENO_05706	K00023
PXENO_05707	K00208
PXENO_05708	K00925
PXENO_05709	K00625
PXENO_05710	K03821
PXENO_05711	K10806
PXENO_05712	K00826
PXENO_05713	K04090
PXENO_05715	K02529
PXENO_05717	K02035
PXENO_05718	K02033
PXENO_05719	K02034
PXENO_05721	K02031
PXENO_05721	K02032
PXENO_05723	K01473
PXENO_05724	K01474
PXENO_05725	K01775
PXENO_05727	K00074
PXENO_05728	K00626
PXENO_05729	K00311
PXENO_05730	K20035
PXENO_05731	K20034
PXENO_05734	K00720
PXENO_05736	K03478
PXENO_05742	K03086
PXENO_05745	K18118
PXENO_05752	K21929
PXENO_05754	K01867
PXENO_05765	K02026
PXENO_05766	K02025
PXENO_05767	K02027
PXENO_05769	K10112
PXENO_05770	K19337
PXENO_05775	K05712
PXENO_05778	K06133
PXENO_05782	K03719
PXENO_05783	K02529
PXENO_05787	K01601
PXENO_05788	K23247
PXENO_05789	K00034
PXENO_05792	K16137
PXENO_05801	K02051
PXENO_05802	K02049
PXENO_05803	K02050
PXENO_05804	K02050
PXENO_05806	K01703
PXENO_05807	K01704
PXENO_05813	K12132
PXENO_05818	K18139
PXENO_05820	K02022
PXENO_05822	K06147
PXENO_05828	K17850
PXENO_05829	K03304
PXENO_05830	K07658
PXENO_05831	K08482
PXENO_05832	K00801
PXENO_05839	K02050
PXENO_05840	K02049
PXENO_05841	K02051
PXENO_05842	K07774
PXENO_05843	K07649
PXENO_05846	K05946
PXENO_05847	K20948
PXENO_05852	K02472
PXENO_05853	K16692
PXENO_05854	K01104
PXENO_05855	K01991
PXENO_05857	K03606
PXENO_05864	K05375
PXENO_05867	K23228
PXENO_05868	K13255
PXENO_05869	K23227
PXENO_05870	K06160
PXENO_05873	K10531
PXENO_05877	K02014
PXENO_05878	K00031
PXENO_05883	K01706
PXENO_05891	K01725
PXENO_05892	K01061
PXENO_05895	K05817
PXENO_05897	K06016
PXENO_05899	K00567
PXENO_05901	K10439
PXENO_05903	K02843
PXENO_05905	K07304
PXENO_05914	K01506
PXENO_05916	K10439
PXENO_05917	K10441
PXENO_05918	K10440
PXENO_05919	K00852
PXENO_05924	K07117
PXENO_05925	K00382
PXENO_05926	K07506
PXENO_05927	K15977
PXENO_05930	K09930
PXENO_05932	K10221
PXENO_05933	K10439
PXENO_05934	K10440
PXENO_05935	K10440
PXENO_05936	K10441
PXENO_05937	K19548
PXENO_05938	K01055
PXENO_05941	K00641
PXENO_05942	K02028
PXENO_05942	K02029
PXENO_05943	K02030
PXENO_05944	K16842
PXENO_05949	K01420
PXENO_05951	K13060
PXENO_05955	K01053
PXENO_05960	K00640
PXENO_05966	K07093
PXENO_05973	K00681
PXENO_05976	K22468
PXENO_05980	K03306
PXENO_05985	K01495
PXENO_05987	K01031
PXENO_05988	K01032
PXENO_05989	K01857
PXENO_05990	K01055
PXENO_05991	K01607
PXENO_05992	K01791
PXENO_05994	K09690
PXENO_05995	K09691
PXENO_05997	K22294
PXENO_05998	K20449
PXENO_05999	K09740
PXENO_06002	K01997
PXENO_06002	K01998
PXENO_06003	K01995
PXENO_06004	K01996
PXENO_06005	K15358
PXENO_06006	K18029
PXENO_06007	K18030
PXENO_06008	K01999
PXENO_06009	K11903
PXENO_06014	K00822
PXENO_06017	K07090
PXENO_06018	K17218
PXENO_06024	K00875
PXENO_06030	K11735
PXENO_06031	K09882
PXENO_06032	K09883
PXENO_06033	K07090
PXENO_06034	K00625
PXENO_06035	K03852
PXENO_06036	K15552
PXENO_06037	K10831
PXENO_06038	K15551
PXENO_06039	K00375
PXENO_06040	K13641
PXENO_06041	K13641
PXENO_06042	K00108
PXENO_06043	K08172
PXENO_06044	K13641
PXENO_06045	K15515
PXENO_06046	K01897
PXENO_06048	K00020
PXENO_06049	K15725
PXENO_06050	K15727
PXENO_06051	K15726
PXENO_06052	K07665
PXENO_06053	K07644
PXENO_06071	K07347
PXENO_06073	K13408
PXENO_06074	K13409
PXENO_06075	K12340
PXENO_06078	K03543
PXENO_06079	K03446
PXENO_06081	K00626
PXENO_06082	K03317
PXENO_06083	K01489
PXENO_06084	K01239
PXENO_06085	K00077
PXENO_06087	K02055
PXENO_06088	K00303
PXENO_06090	K22550
PXENO_06091	K02053
PXENO_06092	K02054
PXENO_06093	K02052
PXENO_06096	K10823
PXENO_06097	K15583
PXENO_06098	K15582
PXENO_06099	K15581
PXENO_06100	K15580
PXENO_06102	K03305
PXENO_06103	K00375
PXENO_06108	K07395
PXENO_06110	K07058
PXENO_06112	K03406
PXENO_06117	K03724
PXENO_06118	K03772
PXENO_06124	K06131
PXENO_06127	K02480
PXENO_06129	K03307
PXENO_06130	K07336
PXENO_06131	K07126
PXENO_06132	K16090
PXENO_06133	K14057
PXENO_06137	K00285
PXENO_06138	K18900
PXENO_06144	K09981
PXENO_06146	K03717
PXENO_06149	K01768
PXENO_06154	K07304
PXENO_06160	K01066
PXENO_06161	K07107
PXENO_06162	K17735
PXENO_06164	K02002
PXENO_06165	K17736
PXENO_06168	K00135
PXENO_06169	K00823
PXENO_06170	K00375
PXENO_06172	K02042
PXENO_06173	K02044
PXENO_06174	K02041
PXENO_06177	K15371
PXENO_06179	K23107
PXENO_06182	K18900
PXENO_06183	K01066
PXENO_06184	K18901
PXENO_06185	K18902
PXENO_06186	K18903
PXENO_06187	K02073
PXENO_06188	K02071
PXENO_06189	K02072
PXENO_06191	K03322
PXENO_06192	K02402
PXENO_06193	K02403
PXENO_06200	K02431
PXENO_06202	K15977
PXENO_06207	K21062
PXENO_06208	K12658
PXENO_06209	K21061
PXENO_06210	K22550
PXENO_06211	K22549
PXENO_06216	K00457
PXENO_06217	K03786
PXENO_06218	K00014
PXENO_06219	K08194
PXENO_06221	K09471
PXENO_06226	K10554
PXENO_06227	K10553
PXENO_06228	K10552
PXENO_06229	K21087
PXENO_06230	K03832
PXENO_06231	K03559
PXENO_06232	K03561
PXENO_06243	K02014
PXENO_06246	K05783
PXENO_06247	K05784
PXENO_06248	K05550
PXENO_06249	K05549
PXENO_06250	K21757
PXENO_06254	K08369
PXENO_06256	K00381
PXENO_06259	K00799
PXENO_06260	K07006
PXENO_06263	K02336
PXENO_06268	K09471
PXENO_06269	K09471
PXENO_06271	K11074
PXENO_06272	K11075
PXENO_06273	K11076
PXENO_06274	K11073
PXENO_06275	K12256
PXENO_06276	K01915
PXENO_06277	K07010
PXENO_06280	K01480
PXENO_06286	K03566
PXENO_06290	K03530
PXENO_06291	K01626
PXENO_06294	K00253
PXENO_06295	K01969
PXENO_06296	K13766
PXENO_06297	K01968
PXENO_06302	K06145
PXENO_06303	K00019
PXENO_06304	K08369
PXENO_06308	K00020
PXENO_06309	K00128
PXENO_06310	K01607
PXENO_06312	K00020
PXENO_06316	K01834
PXENO_06317	K23466
PXENO_06318	K00018
PXENO_06322	K08369
PXENO_06324	K01644
PXENO_06329	K01684
PXENO_06330	K03710
PXENO_06331	K01999
PXENO_06332	K01997
PXENO_06333	K01998
PXENO_06334	K01995
PXENO_06335	K01996
PXENO_06337	K13796
PXENO_06339	K03566
PXENO_06340	K23463
PXENO_06341	K15866
PXENO_06342	K24012
PXENO_06344	K01521
PXENO_06345	K21801
PXENO_06348	K00299
PXENO_06351	K03741
PXENO_06352	K03746
PXENO_06356	K00655
PXENO_06357	K01999
PXENO_06358	K01777
PXENO_06360	K07112
PXENO_06361	K07112
PXENO_06362	K21883
PXENO_06364	K12661
PXENO_06365	K18337
PXENO_06367	K03534
PXENO_06369	K10562
PXENO_06370	K10560
PXENO_06371	K10561
PXENO_06372	K10559
PXENO_06375	K02010
PXENO_06376	K02011
PXENO_06377	K02012
PXENO_06378	K07774
PXENO_06379	K07649
PXENO_06380	K15576
PXENO_06381	K07183
PXENO_06382	K09939
PXENO_06383	K22602
PXENO_06385	K01465
PXENO_06386	K03520
PXENO_06387	K03519
PXENO_06388	K03518
PXENO_06392	K01426
PXENO_06394	K02028
PXENO_06395	K02029
PXENO_06397	K02030
PXENO_06400	K02518
PXENO_06403	K21829
PXENO_06406	K02639
PXENO_06407	K21405
PXENO_06410	K06901
PXENO_06414	K07403
PXENO_06417	K01895
PXENO_06418	K00140
PXENO_06419	K00020
PXENO_06425	K06893
PXENO_06426	K06988
PXENO_06429	K06988
PXENO_06434	K02517
PXENO_06435	K01473
PXENO_06436	K01474
PXENO_06439	K16319
PXENO_06440	K16320
PXENO_06442	K00529
PXENO_06444	K01989
PXENO_06447	K01652
PXENO_06448	K00231
PXENO_06449	K01989
PXENO_06450	K05833
PXENO_06451	K05832
PXENO_06452	K03186
PXENO_06455	K00135
PXENO_06458	K01425
PXENO_06460	K03446
PXENO_06461	K06999
PXENO_06462	K03569
PXENO_06465	K01647
PXENO_06474	K01607
PXENO_06476	K04063
PXENO_06477	K16137
PXENO_06482	K13816
PXENO_06483	K14051
PXENO_06484	K03724
PXENO_06487	K18991
PXENO_06489	K24160
PXENO_06493	K03168
PXENO_06495	K05520
PXENO_06496	K08995
PXENO_06502	K03092
PXENO_06503	K12252
PXENO_06505	K05799
PXENO_06506	K18928
PXENO_06507	K18929
PXENO_06508	K00782
PXENO_06510	K10844
PXENO_06511	K22044
PXENO_06516	K02282
PXENO_06517	K03462
PXENO_06519	K15495
PXENO_06522	K02019
PXENO_06528	K00472
PXENO_06533	K02688
PXENO_06534	K24119
PXENO_06535	K03387
PXENO_06537	K00496
PXENO_06538	K15977
PXENO_06539	K06911
PXENO_06541	K01505
PXENO_06543	K03781
PXENO_06545	K00575
PXENO_06546	K03412
PXENO_06550	K00832
PXENO_06552	K00077
PXENO_06554	K05712
PXENO_06557	K03585
PXENO_06558	K18138
PXENO_06559	K18139
PXENO_06565	K11903
PXENO_06570	K13541
PXENO_06571	K03394
PXENO_06572	K06042
PXENO_06573	K02229
PXENO_06574	K00595
PXENO_06575	K02188
PXENO_06576	K05895
PXENO_06577	K05936
PXENO_06578	K00549
PXENO_06579	K03576
PXENO_06584	K01673
PXENO_06585	K01673
PXENO_06586	K10680
PXENO_06593	K20866
PXENO_06597	K10680
PXENO_06606	K00703
PXENO_06607	K11896
PXENO_06608	K11904
PXENO_06614	K03307
PXENO_06620	K09882
PXENO_06630	K00615
PXENO_06633	K19707
PXENO_06635	K07577
PXENO_06636	K10747
PXENO_06639	K13483
PXENO_06640	K11178
PXENO_06641	K11177
PXENO_06643	K01214
PXENO_06647	K03446
PXENO_06648	K03543
PXENO_06650	K22747
PXENO_06654	K11895
PXENO_06655	K01066
PXENO_06656	K01623
PXENO_06658	K03671
PXENO_06661	K03291
PXENO_06662	K00033
PXENO_06664	K06867
PXENO_06666	K01621
PXENO_06667	K00925
PXENO_06669	K00285
PXENO_06675	K03098
PXENO_06676	K09915
PXENO_06679	K02053
PXENO_06680	K02054
PXENO_06681	K02055
PXENO_06682	K02052
PXENO_06683	K16842
PXENO_06687	K01457
PXENO_06688	K07335
PXENO_06689	K23535
PXENO_06690	K23536
PXENO_06691	K23359
PXENO_06692	K23537
PXENO_06693	K23359
PXENO_06696	K03569
PXENO_06697	K02051
PXENO_06701	K09967
PXENO_06702	K09967
PXENO_06703	K01941
PXENO_06704	K01457
PXENO_06705	K02050
PXENO_06706	K02049
PXENO_06708	K07665
PXENO_06709	K07644
PXENO_06715	K10439
PXENO_06716	K10440
PXENO_06717	K10441
PXENO_06718	K01619
PXENO_06719	K00128
PXENO_06720	K00852
PXENO_06721	K02057
PXENO_06722	K02058
PXENO_06723	K02056
PXENO_06724	K02057
PXENO_06725	K11534
PXENO_06731	K08369
PXENO_06733	K00285
PXENO_06734	K01714
PXENO_06735	K22187
PXENO_06736	K12658
PXENO_06739	K00286
PXENO_06740	K09128
PXENO_06744	K01118
PXENO_06752	K03855
PXENO_06753	K00313
PXENO_06754	K03522
PXENO_06755	K03521
PXENO_06756	K02595
PXENO_06757	K02594
PXENO_06758	K04755
PXENO_06759	K04044
